date,evening_peak_demand_nr_mw,evening_peak_demand_wr_mw,evening_peak_demand_sr_mw,evening_peak_demand_er_mw,evening_peak_demand_ner_mw,evening_peak_demand_total_mw,peak_shortage_nr_mw,peak_shortage_wr_mw,peak_shortage_sr_mw,peak_shortage_er_mw,peak_shortage_ner_mw,peak_shortage_total_mw,energy_met_nr_mu,energy_met_wr_mu,energy_met_sr_mu,energy_met_er_mu,energy_met_ner_mu,energy_met_total_mu,hydro_gen_nr_mu,hydro_gen_wr_mu,hydro_gen_sr_mu,hydro_gen_er_mu,hydro_gen_ner_mu,hydro_gen_total_mu,wind_gen_nr_mu,wind_gen_wr_mu,wind_gen_sr_mu,wind_gen_er_mu,wind_gen_ner_mu,wind_gen_total_mu,solar_gen_nr_mu,solar_gen_wr_mu,solar_gen_sr_mu,solar_gen_er_mu,solar_gen_ner_mu,solar_gen_total_mu,energy_shortage_nr_mu,energy_shortage_wr_mu,energy_shortage_sr_mu,energy_shortage_er_mu,energy_shortage_ner_mu,energy_shortage_total_mu,freq_fvi,freq_pct_below_497,freq_pct_497_498,freq_pct_498_499,freq_pct_below_499,freq_pct_499_5005,freq_pct_above_5005,gen_coal_mu,gen_lignite_mu,gen_hydro_mu,gen_nuclear_mu,gen_gas_mu,gen_res_mu,gen_total_mu,share_res_pct,share_nonfossil_pct,outage_central_mw,outage_state_mw,outage_total_mw,ie_actual_nr_mu,ie_actual_wr_mu,ie_actual_sr_mu,ie_actual_er_mu,ie_actual_ner_mu,trans_bhutan_mu,trans_nepal_mu,trans_bangladesh_mu,max_demand_met_nr_mw,max_demand_met_wr_mw,max_demand_met_sr_mw,max_demand_met_er_mw,max_demand_met_ner_mw,max_demand_met_total_mw
2014-08-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019-01-01,45890.0,46715.0,41005.0,18304.0,2396.0,154310.0,727.0,0.0,0.0,0.0,51.0,778.0,955.0,1083.0,901.0,351.0,43.0,3332.0,117.0,28.0,71.0,30.0,8.0,254.0,9.0,38.0,46.0,,,93.0,23.32,21.79,69.14,0.83,0.05,115.0,14.7,0.0,0.0,0.0,0.2,14.9,0.04,0.0,0.0,8.68,8.68,76.26,15.06,2587.0,92.0,254.0,80.0,125.0,273.0,3411.0,8.0,17.79,30941.0,37709.0,68650.0,143.9,-181.5,99.0,-68.9,3.9,1.7,-7.0,-12.3,,,,,,
2019-01-02,45737.0,45720.0,38540.0,17423.0,2314.0,149734.0,609.0,0.0,0.0,167.0,11.0,787.0,959.0,1073.0,878.0,346.0,42.0,3298.0,117.0,33.0,62.0,22.0,7.0,241.0,11.0,23.0,50.0,,,83.0,21.5,19.78,73.77,1.19,0.02,116.0,13.8,0.3,0.0,0.5,0.2,14.9,0.059,0.06,2.65,7.27,9.98,71.71,18.31,2581.0,90.0,241.0,75.0,122.0,266.0,3376.0,7.89,17.26,30658.0,37414.0,68071.0,156.8,-199.5,102.9,-65.4,4.4,1.4,-6.8,-14.4,,,,,,
2019-01-03,45781.0,47429.0,41507.0,17744.0,2427.0,154888.0,704.0,0.0,0.0,250.0,30.0,984.0,945.0,1092.0,896.0,345.0,42.0,3320.0,112.0,32.0,65.0,31.0,8.0,247.0,7.0,19.0,55.0,,,81.0,19.55,20.09,74.82,0.84,0.04,115.0,16.7,0.0,0.0,0.8,0.3,17.8,0.05,0.0,0.21,15.63,15.83,78.46,5.71,2611.0,94.0,247.0,76.0,124.0,261.0,3413.0,7.66,17.12,30773.0,36829.0,67601.0,158.3,-204.1,113.5,-72.2,3.8,0.9,-6.8,-14.4,,,,,,
2019-01-04,45758.0,47824.0,41563.0,16750.0,2432.0,154327.0,1203.0,0.0,33.0,0.0,29.0,1265.0,953.0,1115.0,906.0,356.0,40.0,3370.0,115.0,32.0,76.0,30.0,9.0,261.0,12.0,22.0,45.0,,,79.0,19.47,20.77,74.22,0.85,0.04,115.0,15.3,0.6,0.0,0.0,0.3,16.2,0.087,0.5,4.09,17.79,22.37,62.3,15.32,2642.0,99.0,261.0,85.0,116.0,258.0,3461.0,7.46,17.46,29838.0,39514.0,69351.0,169.5,-199.1,92.0,-68.5,3.5,1.7,-7.1,-14.5,,,,,,
2019-01-05,46268.0,47440.0,41363.0,17169.0,2439.0,154679.0,1371.0,0.0,0.0,342.0,35.0,1748.0,966.0,1118.0,921.0,359.0,42.0,3407.0,110.0,29.0,71.0,25.0,8.0,242.0,9.0,17.0,64.0,,,90.0,12.46,18.91,75.84,0.64,0.04,108.0,19.8,0.1,0.0,1.0,0.2,21.1,0.085,0.63,3.65,17.96,22.23,65.72,12.05,2663.0,96.0,242.0,87.0,130.0,267.0,3484.0,7.65,17.1,30668.0,37464.0,68131.0,187.0,-215.4,89.2,-66.0,4.0,1.6,-6.9,-11.7,,,,,,
2019-01-06,45471.0,47876.0,40840.0,18197.0,2407.0,154791.0,961.0,0.0,0.0,120.0,35.0,1116.0,941.0,1120.0,909.0,358.0,44.0,3371.0,107.0,30.0,73.0,21.0,8.0,238.0,12.0,21.0,50.0,,,83.0,16.78,19.48,72.99,0.82,0.05,110.0,11.2,0.4,0.0,0.4,0.2,12.1,0.049,0.0,0.94,6.11,7.05,68.45,24.5,2646.0,97.0,238.0,87.0,123.0,262.0,3454.0,7.59,17.02,30807.0,37347.0,68153.0,183.7,-206.3,75.1,-61.0,5.3,0.9,-6.8,-12.1,,,,,,
2019-01-07,43666.0,45357.0,37943.0,17583.0,2338.0,146887.0,568.0,0.0,0.0,108.0,27.0,703.0,903.0,1090.0,870.0,352.0,41.0,3256.0,107.0,22.0,67.0,21.0,7.0,224.0,22.0,59.0,45.0,,,125.0,16.85,20.2,71.06,0.87,0.05,109.0,11.7,0.2,0.0,0.3,0.1,12.3,0.037,0.0,0.0,4.42,4.42,67.42,28.16,2513.0,92.0,224.0,87.0,119.0,300.0,3336.0,9.0,18.35,30802.0,37939.0,68740.0,150.6,-175.5,72.1,-53.3,4.8,2.3,-6.6,-13.9,,,,,,
2019-01-08,46311.0,47989.0,40766.0,16733.0,2392.0,154191.0,516.0,193.0,0.0,106.0,42.0,857.0,935.0,1104.0,907.0,351.0,41.0,3338.0,110.0,22.0,80.0,31.0,8.0,251.0,14.0,66.0,37.0,,,117.0,20.31,20.0,70.81,0.74,0.05,112.0,12.6,0.6,0.0,0.3,0.4,13.9,0.04,0.0,0.54,6.77,7.31,71.25,21.44,2593.0,92.0,251.0,87.0,117.0,300.0,3440.0,8.71,18.54,29167.0,38079.0,67245.0,153.8,-189.3,81.6,-57.1,8.5,1.7,-7.0,-13.9,,,,,,
2019-01-09,47177.0,48795.0,40517.0,17963.0,2357.0,156809.0,584.0,0.0,0.0,0.0,27.0,611.0,969.0,1118.0,916.0,349.0,41.0,3393.0,109.0,24.0,76.0,26.0,8.0,242.0,8.0,38.0,29.0,,,75.0,20.86,20.55,74.14,0.86,0.02,116.0,9.7,0.9,0.0,0.0,0.6,11.2,0.038,0.0,0.05,6.46,6.5,74.31,19.19,2683.0,91.0,242.0,87.0,129.0,261.0,3493.0,7.48,16.91,30881.0,37991.0,68872.0,155.7,-202.3,110.8,-69.3,7.1,1.7,-7.0,-14.0,,,,,,
2019-01-10,46734.0,48343.0,40753.0,17741.0,2319.0,155890.0,727.0,0.0,0.0,100.0,95.0,922.0,973.0,1118.0,911.0,343.0,41.0,3386.0,110.0,30.0,73.0,28.0,8.0,249.0,5.0,34.0,30.0,,,69.0,20.45,20.0,74.37,0.86,0.04,116.0,14.6,0.1,0.0,0.3,0.8,15.8,0.043,0.0,0.57,11.26,11.83,75.79,12.38,2669.0,96.0,249.0,86.0,130.0,256.0,3487.0,7.33,16.96,30669.0,39121.0,69789.0,152.2,-197.7,112.6,-71.6,3.7,1.7,-6.9,-13.8,,,,,,
2019-01-11,46246.0,48500.0,41883.0,18063.0,2449.0,157141.0,762.0,0.0,0.0,0.0,26.0,788.0,973.0,1125.0,925.0,352.0,42.0,3417.0,113.0,31.0,78.0,28.0,8.0,257.0,9.0,23.0,43.0,,,75.0,19.46,20.2,73.53,0.89,0.04,114.0,15.1,0.3,0.0,0.0,0.8,16.2,0.05,0.0,0.88,11.39,12.27,77.73,10.0,2670.0,92.0,257.0,87.0,142.0,260.0,3509.0,7.42,17.24,29748.0,37440.0,67187.0,150.4,-193.0,110.0,-69.7,0.5,1.3,-6.7,-13.7,,,,,,
2019-01-12,47014.0,47939.0,41791.0,18123.0,2408.0,157275.0,700.0,0.0,0.0,335.0,54.0,1089.0,983.0,1125.0,936.0,356.0,43.0,3442.0,112.0,26.0,77.0,30.0,7.0,253.0,7.0,20.0,42.0,,,69.0,16.47,19.9,70.75,0.87,0.04,108.0,15.3,0.6,0.0,1.0,0.5,17.4,0.064,0.0,1.23,19.64,20.87,69.8,9.33,2714.0,99.0,253.0,86.0,130.0,250.0,3532.0,7.08,16.69,27259.0,37693.0,64951.0,176.5,-207.0,105.5,-79.5,0.4,1.4,-6.8,-11.5,,,,,,
2019-01-13,46465.0,48136.0,40903.0,17390.0,2414.0,155308.0,1559.0,0.0,0.0,109.0,39.0,1707.0,964.0,1123.0,922.0,355.0,44.0,3408.0,111.0,24.0,78.0,28.0,8.0,249.0,11.0,22.0,41.0,,,74.0,12.53,19.78,67.79,0.86,0.04,101.0,16.1,0.0,0.0,0.3,0.6,17.0,0.066,0.0,1.16,16.56,17.72,66.84,15.44,2698.0,99.0,249.0,87.0,128.0,250.0,3511.0,7.11,16.69,25777.0,38711.0,64488.0,174.1,-186.3,93.0,-85.6,0.1,1.2,-6.9,-12.5,,,,,,
2019-01-14,43280.0,44986.0,38452.0,17079.0,2347.0,146144.0,678.0,0.0,0.0,20.0,18.0,716.0,929.0,1097.0,885.0,341.0,42.0,3294.0,108.0,20.0,62.0,21.0,7.0,218.0,18.0,44.0,49.0,,,112.0,16.71,20.06,67.79,0.39,0.05,105.0,12.8,0.0,0.0,0.1,0.4,13.2,0.042,0.0,0.19,5.41,5.59,69.63,24.78,2562.0,94.0,218.0,87.0,122.0,289.0,3371.0,8.58,17.61,27333.0,38575.0,65908.0,152.9,-178.2,105.4,-82.1,-0.7,2.2,-6.9,-14.0,,,,,,
2019-01-15,43784.0,43073.0,39005.0,17727.0,2385.0,145974.0,639.0,0.0,0.0,50.0,24.0,713.0,937.0,1044.0,899.0,355.0,43.0,3279.0,111.0,25.0,66.0,23.0,8.0,232.0,21.0,71.0,50.0,,,142.0,21.91,19.6,71.69,0.76,0.04,114.0,12.7,0.0,0.0,0.2,0.2,13.1,0.043,0.0,0.12,4.32,4.43,66.44,29.13,2496.0,87.0,232.0,87.0,119.0,329.0,3348.0,9.81,19.33,27244.0,38920.0,66163.0,159.2,-202.6,115.3,-73.2,1.2,2.0,-7.0,-13.8,,,,,,
2019-01-16,47463.0,45705.0,35876.0,17598.0,2334.0,148976.0,595.0,0.0,33.0,0.0,23.0,651.0,976.0,1073.0,842.0,352.0,42.0,3285.0,111.0,29.0,60.0,29.0,7.0,236.0,7.0,39.0,41.0,,,87.0,22.64,20.1,70.92,0.87,0.04,115.0,9.9,0.0,0.0,0.0,0.1,10.1,0.042,0.0,0.25,6.06,6.32,67.04,26.64,2567.0,80.0,236.0,86.0,122.0,272.0,3363.0,8.09,17.67,25463.0,39798.0,65260.0,177.8,-194.2,86.4,-73.9,-0.3,0.8,-6.7,-14.0,,,,,,
2019-01-17,46747.0,47513.0,37304.0,18073.0,2385.0,152022.0,727.0,258.0,0.0,285.0,30.0,1300.0,977.0,1111.0,838.0,359.0,40.0,3326.0,114.0,29.0,62.0,28.0,7.0,241.0,4.0,15.0,38.0,,,57.0,17.5,21.63,72.8,0.88,0.04,113.0,13.2,0.4,0.0,0.9,0.3,14.8,0.048,0.0,0.1,8.69,8.8,66.22,24.99,2626.0,88.0,241.0,86.0,123.0,240.0,3403.0,7.04,16.65,27526.0,37998.0,65524.0,182.5,-190.4,87.9,-81.0,-1.6,0.7,-7.1,-13.7,,,,,,
2019-01-18,46745.0,48098.0,38123.0,18398.0,2449.0,153813.0,605.0,0.0,0.0,0.0,22.0,627.0,984.0,1122.0,861.0,353.0,42.0,3362.0,112.0,26.0,69.0,30.0,8.0,245.0,15.0,21.0,34.0,,,71.0,21.88,20.2,72.66,0.91,0.04,116.0,12.7,0.0,0.0,0.0,0.4,13.1,0.038,0.0,0.06,8.41,8.47,74.16,17.37,2637.0,91.0,245.0,87.0,123.0,258.0,3441.0,7.48,17.13,26436.0,40291.0,66726.0,166.7,-184.8,96.8,-84.3,2.0,-0.6,-7.0,-14.0,,,,,,
2019-01-19,47296.0,47672.0,40171.0,18715.0,2404.0,156258.0,637.0,0.0,0.0,0.0,26.0,663.0,986.0,1127.0,899.0,359.0,42.0,3413.0,114.0,24.0,74.0,30.0,7.0,249.0,12.0,24.0,42.0,,,78.0,20.72,21.13,71.08,0.93,0.04,114.0,15.9,0.0,0.0,0.0,0.3,16.2,0.068,0.0,2.34,18.02,20.36,72.25,7.4,2679.0,98.0,249.0,87.0,124.0,262.0,3499.0,7.49,17.09,26423.0,40143.0,66565.0,171.1,-199.9,97.3,-73.9,2.3,-0.8,-6.9,-11.7,,,,,,
2019-01-20,46421.0,48249.0,39718.0,18147.0,2436.0,154971.0,876.0,0.0,0.0,267.0,29.0,1172.0,969.0,1123.0,900.0,364.0,43.0,3399.0,113.0,25.0,75.0,29.0,7.0,248.0,6.0,22.0,39.0,,,67.0,18.35,21.65,70.26,0.82,0.02,111.0,14.5,0.3,0.0,0.8,0.4,16.0,0.043,0.14,0.43,7.52,8.09,75.79,16.12,2675.0,101.0,248.0,87.0,117.0,247.0,3475.0,7.11,16.74,27083.0,41063.0,68146.0,160.8,-192.2,100.6,-76.8,1.7,1.0,-5.8,-12.8,,,,,,
2019-01-21,42786.0,45785.0,37336.0,17262.0,2339.0,145508.0,775.0,0.0,83.0,232.0,42.0,1132.0,926.0,1108.0,872.0,350.0,42.0,3298.0,115.0,19.0,61.0,21.0,7.0,224.0,12.0,20.0,50.0,,,82.0,20.12,20.71,71.67,0.83,0.02,113.0,18.0,0.0,0.0,0.7,0.3,19.0,0.033,0.0,0.14,2.72,2.86,72.01,25.13,2578.0,96.0,224.0,87.0,117.0,265.0,3366.0,7.88,17.11,27182.0,30483.0,57665.0,162.4,-178.3,92.6,-77.1,0.1,0.7,-6.8,-14.1,,,,,,
2019-01-22,39327.0,47632.0,40318.0,17950.0,2342.0,147569.0,720.0,0.0,60.0,204.0,32.0,1016.0,881.0,1120.0,907.0,353.0,42.0,3304.0,115.0,23.0,75.0,24.0,7.0,243.0,16.0,52.0,42.0,,,110.0,12.8,18.67,76.36,0.9,0.04,109.0,10.6,0.2,0.3,0.6,0.3,11.9,0.056,0.08,2.19,8.37,10.64,67.27,22.09,2548.0,88.0,243.0,85.0,115.0,291.0,3370.0,8.62,18.35,28470.0,40791.0,69261.0,155.6,-190.1,103.0,-73.4,0.8,0.6,-7.1,-14.0,,,,,,
2019-01-23,42720.0,47808.0,40841.0,18556.0,2431.0,152356.0,1205.0,124.0,-231.0,238.0,24.0,1360.0,799.0,1114.0,920.0,374.0,42.0,3248.0,120.0,27.0,79.0,28.0,7.0,261.0,3.0,33.0,21.0,,,57.0,13.48,20.1,74.59,0.75,0.05,109.0,11.3,1.5,0.0,0.7,0.4,13.8,0.062,0.23,1.2,10.45,11.89,64.61,23.51,2539.0,89.0,261.0,83.0,116.0,238.0,3326.0,7.16,17.5,25869.0,42194.0,68063.0,119.9,-168.1,101.4,-56.9,0.6,1.4,-7.1,-14.2,,,,,,
2019-01-24,44579.0,47291.0,41182.0,18043.0,2349.0,153444.0,548.0,0.0,0.0,0.0,53.0,601.0,880.0,1118.0,931.0,370.0,42.0,3341.0,115.0,25.0,80.0,29.0,7.0,257.0,9.0,24.0,20.0,,,53.0,13.44,20.81,70.78,0.86,0.05,106.0,11.4,0.0,0.0,0.0,0.3,11.8,0.048,0.0,0.09,9.26,9.35,71.64,19.0,2654.0,89.0,257.0,83.0,118.0,230.0,3430.0,6.7,16.6,25614.0,39446.0,65060.0,157.0,-201.2,111.7,-75.7,2.0,0.0,-6.8,-14.6,,,,,,
2019-01-25,42956.0,47073.0,41818.0,17738.0,2397.0,151982.0,650.0,0.0,0.0,0.0,31.0,681.0,894.0,1105.0,941.0,356.0,43.0,3338.0,110.0,26.0,79.0,20.0,8.0,243.0,21.0,59.0,26.0,,,106.0,20.23,19.73,66.73,1.12,0.05,108.0,10.7,0.1,0.0,0.0,0.3,11.1,0.043,0.0,0.75,7.97,8.73,72.05,19.22,2614.0,85.0,243.0,83.0,108.0,283.0,3416.0,8.27,17.82,24068.0,40236.0,64303.0,155.3,-194.0,116.1,-82.8,2.8,-0.2,-6.8,-14.6,,,,,,
2019-01-26,44143.0,44607.0,41392.0,18118.0,2399.0,150659.0,803.0,0.0,0.0,0.0,23.0,826.0,882.0,1065.0,940.0,362.0,43.0,3293.0,111.0,21.0,82.0,25.0,8.0,247.0,6.0,63.0,24.0,,,94.0,15.85,18.2,58.15,0.58,0.03,93.0,11.5,0.0,0.0,0.0,0.3,11.8,0.046,0.0,0.09,11.3,11.39,74.1,14.51,2564.0,84.0,247.0,82.0,114.0,251.0,3342.0,7.52,17.37,24801.0,40739.0,65540.0,157.8,-209.3,115.1,-77.8,3.7,0.6,-6.9,-12.8,,,,,,
2019-01-27,39341.0,40755.0,38501.0,17337.0,2313.0,138247.0,731.0,0.0,0.0,0.0,9.0,740.0,835.0,970.0,883.0,357.0,41.0,3087.0,112.0,19.0,66.0,25.0,8.0,230.0,11.0,84.0,19.0,,,114.0,22.51,20.0,47.22,0.53,0.04,90.0,12.1,0.0,0.0,0.0,0.1,12.1,0.054,0.0,0.87,5.83,6.7,64.26,29.04,2380.0,85.0,230.0,84.0,110.0,271.0,3160.0,8.57,18.5,27131.0,41201.0,68332.0,137.5,-226.5,142.4,-60.3,3.4,-0.1,-6.7,-13.7,,,,,,
2019-01-28,40974.0,43226.0,36696.0,17492.0,2337.0,140725.0,934.0,0.0,0.0,0.0,18.0,952.0,851.0,995.0,841.0,354.0,41.0,3081.0,115.0,20.0,64.0,22.0,8.0,229.0,9.0,88.0,26.0,,,123.0,23.81,21.72,38.54,0.82,0.04,85.0,15.1,0.0,0.0,0.0,0.2,15.3,0.065,0.32,1.57,9.51,11.41,58.5,30.09,2378.0,84.0,229.0,85.0,106.0,274.0,3156.0,8.69,18.63,27178.0,41911.0,69088.0,146.0,-235.5,128.9,-52.3,2.5,1.3,-7.0,-15.5,,,,,,
2019-01-29,43155.0,46572.0,40273.0,18257.0,2422.0,150679.0,1490.0,0.0,0.0,129.0,38.0,1657.0,910.0,1059.0,867.0,368.0,43.0,3247.0,118.0,23.0,75.0,23.0,7.0,247.0,5.0,82.0,39.0,,,126.0,25.8,23.1,40.89,0.9,0.03,91.0,14.1,0.2,0.0,0.4,0.1,14.8,0.057,0.0,1.02,12.33,13.34,67.62,19.04,2511.0,86.0,247.0,85.0,111.0,290.0,3330.0,8.72,18.68,26558.0,39379.0,65936.0,155.8,-225.0,119.9,-56.4,3.7,1.3,-6.7,-15.2,,,,,,
2019-01-30,45047.0,46902.0,40892.0,18292.0,2247.0,153380.0,1002.0,200.0,0.0,0.0,164.0,1366.0,930.0,1076.0,884.0,370.0,42.0,3302.0,117.0,26.0,68.0,27.0,7.0,245.0,3.0,57.0,36.0,,,96.0,22.93,23.56,64.11,0.96,0.03,112.0,14.5,0.2,0.0,0.0,0.5,15.3,0.058,0.0,2.19,11.64,13.83,72.45,13.72,2581.0,82.0,245.0,85.0,107.0,283.0,3383.0,8.35,18.11,27982.0,40434.0,68415.0,158.3,-207.6,109.8,-65.7,3.7,1.3,-5.9,-14.6,,,,,,
2019-01-31,45377.0,47185.0,41557.0,18427.0,2408.0,154954.0,1084.0,0.0,0.0,0.0,56.0,1140.0,949.0,1086.0,908.0,368.0,42.0,3354.0,119.0,25.0,66.0,20.0,7.0,238.0,11.0,23.0,46.0,,,80.0,18.64,23.4,76.07,1.11,0.04,119.0,13.3,0.2,0.0,0.0,0.9,14.3,0.038,0.0,0.07,6.81,6.88,77.67,15.45,2644.0,80.0,238.0,86.0,111.0,279.0,3437.0,8.12,17.53,26447.0,37964.0,64411.0,178.8,-211.9,100.1,-74.8,3.4,0.2,-7.1,-15.3,,,,,,
2019-02-01,46082.0,46832.0,41277.0,18580.0,2462.0,155233.0,523.0,0.0,0.0,0.0,27.0,550.0,939.0,1093.0,910.0,369.0,43.0,3353.0,119.0,26.0,70.0,18.0,7.0,239.0,17.0,23.0,56.0,,,96.0,17.51,17.88,75.52,0.93,0.06,112.0,13.7,0.0,0.0,0.0,0.2,13.9,0.033,0.0,0.02,3.81,3.83,74.42,21.75,2634.0,77.0,239.0,87.0,106.0,282.0,3425.0,8.23,17.76,25174.0,39064.0,64238.0,173.6,-204.0,90.5,-67.1,3.0,-0.3,-7.0,-15.3,,,,,,
2019-02-02,45228.0,45976.0,41279.0,18198.0,2405.0,153086.0,621.0,0.0,0.0,0.0,34.0,655.0,923.0,1085.0,925.0,369.0,43.0,3345.0,118.0,27.0,77.0,25.0,7.0,254.0,24.0,69.0,42.0,,,134.0,21.28,22.38,69.78,0.91,0.04,114.0,12.5,0.0,0.0,0.0,0.3,12.8,0.05,0.08,1.56,9.86,11.5,75.58,12.92,2586.0,71.0,254.0,86.0,102.0,321.0,3419.0,9.39,19.32,26651.0,40814.0,67465.0,175.0,-230.5,114.6,-67.9,2.6,-0.8,-6.2,-13.2,,,,,,
2019-02-03,45034.0,47033.0,40549.0,18148.0,2457.0,153221.0,746.0,0.0,0.0,0.0,39.0,785.0,930.0,1087.0,915.0,366.0,43.0,3341.0,114.0,27.0,75.0,25.0,6.0,246.0,20.0,82.0,37.0,,,139.0,19.13,20.98,73.36,0.91,0.04,114.0,13.5,0.7,0.0,0.0,0.2,14.5,0.038,0.0,0.0,7.43,7.43,78.25,14.32,2567.0,78.0,246.0,84.0,106.0,327.0,3409.0,9.59,19.28,27614.0,40131.0,67745.0,176.3,-229.6,113.4,-75.9,4.9,-1.2,-5.1,-14.4,,,,,,
2019-02-04,42261.0,44989.0,38621.0,17186.0,2404.0,145461.0,544.0,0.0,0.0,0.0,41.0,585.0,899.0,1066.0,885.0,355.0,42.0,3246.0,116.0,24.0,58.0,24.0,5.0,227.0,17.0,73.0,54.0,,,143.0,22.76,19.0,76.11,0.9,0.04,119.0,12.8,0.6,0.0,0.0,0.3,13.7,0.059,0.0,3.06,9.27,12.33,71.68,16.0,2485.0,78.0,227.0,86.0,104.0,335.0,3315.0,10.12,19.56,28074.0,42251.0,70325.0,174.8,-216.2,109.5,-74.5,4.2,-0.6,-6.7,-16.0,,,,,,
2019-02-05,43973.0,47414.0,41240.0,17752.0,2487.0,152866.0,470.0,0.0,0.0,0.0,36.0,506.0,913.0,1100.0,926.0,360.0,43.0,3341.0,114.0,26.0,72.0,29.0,6.0,247.0,17.0,52.0,78.0,,,147.0,22.43,17.91,73.92,0.96,0.05,115.0,11.9,0.0,0.0,0.0,0.2,12.1,0.032,0.0,0.02,3.01,3.03,73.7,23.26,2549.0,81.0,247.0,83.0,102.0,339.0,3401.0,9.98,19.68,27499.0,39234.0,66733.0,175.0,-203.2,94.2,-71.6,4.0,0.3,-6.9,-16.3,,,,,,
2019-02-06,44519.0,47902.0,41679.0,17943.0,2344.0,154387.0,445.0,0.0,0.0,0.0,102.0,547.0,939.0,1123.0,949.0,367.0,43.0,3421.0,111.0,33.0,81.0,21.0,5.0,251.0,6.0,33.0,59.0,,,98.0,23.47,19.35,70.46,0.94,0.05,114.0,14.8,0.2,0.0,0.0,0.3,15.3,0.039,0.0,0.12,7.57,7.69,72.97,19.34,2683.0,82.0,251.0,90.0,101.0,288.0,3495.0,8.24,18.0,27738.0,38221.0,65959.0,189.2,-223.3,104.8,-75.7,5.6,0.0,-6.9,-16.2,,,,,,
2019-02-07,42075.0,47072.0,42018.0,18168.0,2494.0,151827.0,475.0,0.0,0.0,0.0,37.0,512.0,918.0,1117.0,965.0,372.0,43.0,3415.0,108.0,29.0,82.0,22.0,5.0,247.0,11.0,53.0,43.0,,,107.0,22.23,19.86,73.29,0.93,0.04,116.0,11.4,0.0,0.3,0.0,0.2,11.9,0.051,0.0,0.89,10.23,11.12,69.7,19.18,2673.0,81.0,247.0,88.0,100.0,305.0,3495.0,8.74,18.32,27728.0,38491.0,66219.0,188.5,-233.7,112.4,-80.7,6.5,-0.6,-7.1,-16.3,,,,,,
2019-02-08,37224.0,46570.0,42665.0,18005.0,2454.0,146918.0,374.0,0.0,0.0,0.0,40.0,414.0,834.0,1081.0,974.0,366.0,43.0,3298.0,102.0,20.0,79.0,17.0,5.0,223.0,16.0,83.0,35.0,,,134.0,19.94,23.16,67.36,0.78,0.04,111.0,7.2,0.4,0.0,0.0,0.3,7.9,0.037,0.0,0.0,2.23,2.23,65.28,32.49,2560.0,82.0,223.0,81.0,99.0,318.0,3363.0,9.47,18.49,27935.0,36939.0,64874.0,150.7,-219.8,130.0,-76.7,7.2,0.1,-6.9,-16.8,,,,,,
2019-02-09,41341.0,45882.0,42960.0,16319.0,2344.0,148846.0,701.0,0.0,0.0,0.0,105.0,806.0,850.0,1080.0,993.0,345.0,43.0,3309.0,116.0,22.0,81.0,24.0,5.0,248.0,11.0,37.0,23.0,,,72.0,23.02,22.7,67.34,0.55,0.03,114.0,9.0,0.3,0.0,0.0,0.3,9.6,0.039,0.0,0.09,4.32,4.41,66.09,29.5,2603.0,86.0,248.0,76.0,98.0,260.0,3370.0,7.72,17.31,27245.0,37314.0,64558.0,165.4,-224.4,139.2,-91.6,4.9,0.1,-6.7,-13.7,,,,,,
2019-02-10,41332.0,46115.0,42040.0,16642.0,2379.0,148508.0,861.0,0.0,0.0,0.0,90.0,951.0,882.0,1062.0,968.0,335.0,42.0,3288.0,117.0,23.0,68.0,26.0,5.0,240.0,10.0,52.0,27.0,,,89.0,20.81,24.47,68.78,0.69,0.04,115.0,10.4,0.0,0.0,0.0,0.7,11.2,0.046,0.0,0.02,2.86,2.88,57.71,39.41,2610.0,84.0,240.0,64.0,94.0,278.0,3369.0,8.26,17.26,27188.0,38366.0,65553.0,178.5,-231.7,147.3,-97.0,1.9,1.4,-6.2,-16.0,,,,,,
2019-02-11,38671.0,43864.0,38504.0,16786.0,2321.0,140146.0,520.0,0.0,0.0,0.0,33.0,553.0,866.0,1043.0,919.0,342.0,41.0,3211.0,113.0,23.0,60.0,22.0,4.0,223.0,8.0,49.0,37.0,,,94.0,19.26,26.41,70.43,1.01,0.05,117.0,11.1,0.2,0.0,0.0,0.4,11.7,0.03,0.0,0.0,1.3,1.3,72.43,26.27,2551.0,83.0,223.0,64.0,95.0,282.0,3298.0,8.57,17.25,27736.0,37879.0,65615.0,165.0,-223.1,130.9,-77.0,1.0,-0.3,-6.7,-18.4,,,,,,
2019-02-12,42709.0,47184.0,42556.0,17274.0,2425.0,152148.0,589.0,0.0,0.0,0.0,38.0,627.0,896.0,1085.0,953.0,351.0,41.0,3325.0,117.0,26.0,63.0,25.0,4.0,235.0,19.0,55.0,70.0,,,143.0,20.18,22.67,68.11,0.99,0.05,112.0,11.9,0.5,0.0,0.0,0.4,12.8,0.036,0.0,0.0,1.56,1.56,67.58,30.86,2577.0,80.0,235.0,79.0,93.0,332.0,3396.0,9.76,18.99,27410.0,38514.0,65923.0,169.7,-233.8,128.8,-81.2,6.8,0.2,-7.0,-19.8,,,,,,
