date,evening_peak_demand_nr_mw,evening_peak_demand_wr_mw,evening_peak_demand_sr_mw,evening_peak_demand_er_mw,evening_peak_demand_ner_mw,evening_peak_demand_total_mw,peak_shortage_nr_mw,peak_shortage_wr_mw,peak_shortage_sr_mw,peak_shortage_er_mw,peak_shortage_ner_mw,peak_shortage_total_mw,energy_met_nr_mu,energy_met_wr_mu,energy_met_sr_mu,energy_met_er_mu,energy_met_ner_mu,energy_met_total_mu,hydro_gen_nr_mu,hydro_gen_wr_mu,hydro_gen_sr_mu,hydro_gen_er_mu,hydro_gen_ner_mu,hydro_gen_total_mu,wind_gen_nr_mu,wind_gen_wr_mu,wind_gen_sr_mu,wind_gen_er_mu,wind_gen_ner_mu,wind_gen_total_mu,solar_gen_nr_mu,solar_gen_wr_mu,solar_gen_sr_mu,solar_gen_er_mu,solar_gen_ner_mu,solar_gen_total_mu,energy_shortage_nr_mu,energy_shortage_wr_mu,energy_shortage_sr_mu,energy_shortage_er_mu,energy_shortage_ner_mu,energy_shortage_total_mu,freq_fvi,freq_pct_below_497,freq_pct_497_498,freq_pct_498_499,freq_pct_below_499,freq_pct_499_5005,freq_pct_above_5005,gen_coal_mu,gen_lignite_mu,gen_hydro_mu,gen_nuclear_mu,gen_gas_mu,gen_res_mu,gen_total_mu,share_res_pct,share_nonfossil_pct,outage_central_mw,outage_state_mw,outage_total_mw,ie_actual_nr_mu,ie_actual_wr_mu,ie_actual_sr_mu,ie_actual_er_mu,ie_actual_ner_mu,trans_bhutan_mu,trans_nepal_mu,trans_bangladesh_mu,max_demand_met_nr_mw,max_demand_met_wr_mw,max_demand_met_sr_mw,max_demand_met_er_mw,max_demand_met_ner_mw,max_demand_met_total_mw
2021-02-14,49568.0,53245.0,43840.0,19759.0,2545.0,168957.0,550.0,205.0,0.0,0.0,37.0,792.0,1003.0,1271.0,1054.0,387.0,44.0,3758.0,101.0,49.0,76.0,32.0,10.0,268.0,5.0,22.0,37.0,,,64.0,42.07,36.13,118.65,4.52,0.19,202.0,11.34,1.2,0.0,0.0,0.45,12.99,0.026,0.0,0.0,1.4,1.4,78.78,19.81,2994.0,74.0,268.0,77.0,102.0,330.0,3844.0,8.6,17.56,26424.0,41573.0,67997.0,234.2,-240.9,144.0,-140.1,1.7,3.8,-12.2,-20.1,51506.0,60022.0,52283.0,20019.0,2615.0,181859.0
2021-02-15,45887.0,50271.0,40068.0,19018.0,2410.0,157654.0,550.0,27.0,0.0,0.0,30.0,607.0,965.0,1244.0,1013.0,386.0,41.0,3648.0,102.0,44.0,71.0,29.0,10.0,256.0,2.0,23.0,25.0,,,51.0,43.13,35.37,109.53,4.55,0.15,193.0,11.24,0.8,0.0,0.0,2.25,14.29,0.029,0.0,0.0,1.24,1.24,74.58,24.18,2878.0,72.0,255.0,83.0,109.0,311.0,3708.0,8.4,17.52,24635.0,41623.0,66258.0,227.4,-254.3,156.1,-134.4,-0.5,4.5,-12.9,-20.2,49735.0,58992.0,51178.0,19233.0,2435.0,177539.0
2021-02-16,48934.0,53042.0,44282.0,19790.0,2520.0,168568.0,550.0,57.0,0.0,0.0,33.0,640.0,990.0,1266.0,1063.0,396.0,42.0,3756.0,104.0,42.0,88.0,31.0,8.0,273.0,3.0,30.0,29.0,,,62.0,42.68,33.74,109.0,3.51,0.12,189.0,11.2,0.9,0.0,0.0,1.34,13.44,0.027,0.0,0.0,1.98,1.98,76.76,21.26,2978.0,76.0,273.0,80.0,114.0,320.0,3841.0,8.34,17.51,24895.0,40906.0,65801.0,229.9,-268.4,165.5,-136.9,2.0,3.9,-14.2,-20.8,51682.0,60350.0,53125.0,20148.0,2608.0,183075.0
2021-02-17,47215.0,50983.0,44497.0,18110.0,2484.0,163289.0,550.0,0.0,50.0,0.0,38.0,638.0,992.0,1240.0,1083.0,393.0,42.0,3749.0,103.0,38.0,89.0,29.0,8.0,266.0,5.0,29.0,31.0,,,65.0,39.69,30.6,105.78,4.72,0.16,181.0,11.56,0.0,0.21,0.0,2.11,13.88,0.029,0.0,0.0,3.55,3.55,78.96,17.49,2980.0,78.0,266.0,80.0,121.0,313.0,3838.0,8.15,17.18,27099.0,39177.0,66277.0,237.0,-293.0,182.5,-138.2,2.9,3.9,-12.8,-20.8,51691.0,59193.0,53806.0,18787.0,2584.0,183900.0
2021-02-18,48239.0,51875.0,44390.0,19010.0,2546.0,166060.0,580.0,0.0,0.0,100.0,43.0,723.0,994.0,1212.0,1090.0,378.0,44.0,3717.0,105.0,34.0,86.0,32.0,9.0,266.0,4.0,32.0,32.0,,,69.0,43.79,34.41,105.75,4.54,0.14,189.0,11.46,0.0,0.0,0.3,0.24,12.0,0.03,0.0,0.0,4.92,4.92,78.3,16.78,2939.0,82.0,266.0,83.0,123.0,324.0,3816.0,8.48,17.63,27539.0,40174.0,67714.0,235.2,-305.1,189.2,-129.4,2.6,3.7,-13.2,-21.1,51166.0,57637.0,53599.0,19243.0,2550.0,180608.0
2021-02-18,48239.0,51875.0,44390.0,19010.0,2546.0,166060.0,580.0,0.0,0.0,100.0,43.0,723.0,994.0,1212.0,1090.0,378.0,44.0,3717.0,105.0,34.0,86.0,32.0,9.0,266.0,4.0,32.0,32.0,,,69.0,43.79,34.41,105.75,4.54,0.14,189.0,11.46,0.0,0.0,0.3,0.24,12.0,0.03,0.0,0.0,4.92,4.92,78.3,16.78,2939.0,82.0,266.0,83.0,123.0,324.0,3816.0,8.48,17.63,27539.0,40174.0,67714.0,235.2,-305.1,189.2,-129.4,2.6,3.7,-13.2,-21.1,51166.0,57637.0,53599.0,19243.0,2550.0,180608.0
2021-02-20,48410.0,50650.0,42615.0,18975.0,2511.0,163161.0,580.0,0.0,0.0,108.0,25.0,713.0,1006.0,1159.0,1052.0,386.0,43.0,3646.0,106.0,34.0,76.0,34.0,9.0,259.0,13.0,92.0,43.0,,,148.0,42.25,35.14,66.16,4.68,0.14,148.0,11.51,0.0,0.0,0.32,0.34,12.17,0.037,0.0,0.13,6.69,6.82,77.83,15.36,2832.0,75.0,259.0,90.0,117.0,363.0,3736.0,9.73,19.06,28157.0,41530.0,69686.0,242.9,-321.1,187.4,-117.4,1.7,4.1,-14.0,-18.0,50975.0,53892.0,52341.0,19071.0,2667.0,176414.0
2021-02-21,47873.0,51647.0,41869.0,18863.0,2515.0,162767.0,613.0,0.0,0.0,193.0,45.0,851.0,991.0,1198.0,1001.0,384.0,43.0,3617.0,108.0,33.0,69.0,31.0,8.0,249.0,5.0,78.0,48.0,,,131.0,41.16,38.22,90.79,4.51,0.18,175.0,11.32,0.0,0.0,0.58,0.29,12.19,0.042,0.0,0.3,5.89,6.19,71.1,22.71,2807.0,73.0,249.0,91.0,113.0,370.0,3704.0,10.0,19.19,32028.0,42563.0,74590.0,236.2,-285.1,146.3,-107.6,4.1,3.8,-12.7,-21.1,50778.0,56330.0,48884.0,19127.0,2584.0,175045.0
2021-02-22,44365.0,49308.0,37382.0,18215.0,2418.0,151688.0,940.0,0.0,0.0,0.0,38.0,978.0,958.0,1184.0,927.0,373.0,42.0,3484.0,108.0,34.0,67.0,27.0,8.0,245.0,3.0,58.0,62.0,,,123.0,40.68,37.96,73.54,4.56,0.18,157.0,11.2,0.0,0.0,0.0,1.04,12.24,0.037,0.0,0.0,8.49,8.49,81.44,10.07,2714.0,67.0,245.0,91.0,104.0,346.0,3567.0,9.7,19.12,33505.0,43037.0,76541.0,222.0,-253.3,136.0,-113.6,1.9,4.0,-12.9,-18.2,49462.0,55265.0,46440.0,18497.0,2447.0,168530.0
2021-02-23,47832.0,52905.0,42683.0,19178.0,2514.0,165112.0,990.0,0.0,0.0,0.0,31.0,1021.0,982.0,1236.0,987.0,382.0,43.0,3629.0,108.0,38.0,80.0,32.0,8.0,265.0,7.0,26.0,40.0,,,73.0,43.21,38.5,98.13,4.55,0.17,185.0,11.76,0.0,0.0,0.0,0.55,12.31,0.059,0.15,1.46,14.35,15.96,72.54,11.5,2863.0,66.0,265.0,91.0,107.0,323.0,3716.0,8.7,18.29,32497.0,42509.0,75006.0,226.2,-228.4,136.1,-137.2,1.6,4.2,-14.3,-21.0,50792.0,58252.0,49035.0,19346.0,2622.0,176066.0
2021-02-24,47028.0,53392.0,43873.0,19288.0,2534.0,166115.0,1170.0,39.0,0.0,0.0,48.0,1257.0,997.0,1260.0,1032.0,390.0,43.0,3722.0,108.0,52.0,84.0,35.0,8.0,286.0,24.0,25.0,28.0,,,77.0,40.82,37.35,112.79,5.43,0.18,197.0,11.76,0.1,0.0,0.0,0.65,12.51,0.04,0.0,0.3,9.54,9.84,78.15,12.01,2932.0,69.0,286.0,91.0,108.0,341.0,3827.0,8.92,18.76,34603.0,42107.0,76710.0,216.7,-201.8,149.5,-167.0,2.5,5.9,-14.4,-21.3,50671.0,59082.0,50457.0,19485.0,2645.0,178208.0
2021-02-25,47141.0,53652.0,44359.0,19688.0,2493.0,167333.0,2280.0,0.0,0.0,284.0,30.0,2594.0,1006.0,1278.0,1057.0,407.0,42.0,3791.0,111.0,45.0,89.0,37.0,8.0,289.0,17.0,37.0,27.0,,,81.0,43.9,38.72,114.0,4.51,0.14,201.0,16.24,0.0,0.0,0.85,0.97,18.06,0.045,0.0,0.38,12.42,12.8,77.68,9.52,2983.0,71.0,289.0,91.0,106.0,350.0,3890.0,9.0,18.77,37405.0,42026.0,79430.0,219.1,-202.9,139.9,-166.0,0.8,5.5,-14.6,-21.3,50681.0,59308.0,50658.0,20729.0,2584.0,179432.0
2021-02-26,47393.0,53501.0,44850.0,19940.0,2431.0,168115.0,1969.0,0.0,0.0,195.0,94.0,2258.0,1008.0,1290.0,1084.0,414.0,43.0,3839.0,111.0,52.0,107.0,33.0,9.0,312.0,11.0,41.0,12.0,,,63.0,44.86,38.31,115.36,4.62,0.11,203.0,10.82,0.1,0.0,0.59,0.74,12.25,0.073,0.39,2.92,17.5,20.81,71.08,8.11,3006.0,74.0,312.0,91.0,120.0,332.0,3934.0,8.43,18.67,38255.0,40948.0,79202.0,210.0,-207.2,152.8,-163.1,1.9,3.4,-14.6,-19.7,49096.0,60060.0,53216.0,20238.0,2560.0,180007.0
2021-02-27,47668.0,53545.0,45560.0,19759.0,2436.0,168968.0,1043.0,0.0,0.0,177.0,60.0,1280.0,1028.0,1296.0,1113.0,410.0,43.0,3890.0,108.0,52.0,102.0,34.0,8.0,304.0,26.0,70.0,13.0,,,109.0,47.09,38.61,108.73,4.77,0.05,199.0,15.17,0.0,0.0,0.53,0.44,16.14,0.033,0.0,0.29,7.11,7.39,81.99,10.61,3018.0,73.0,304.0,91.0,122.0,374.0,3982.0,9.4,19.3,35650.0,40079.0,75729.0,202.3,-215.4,175.9,-174.0,0.5,3.3,-11.8,-19.3,50634.0,59960.0,55139.0,20307.0,2517.0,183682.0
2021-02-27,47668.0,53545.0,45560.0,19759.0,2436.0,168968.0,1043.0,0.0,0.0,177.0,60.0,1280.0,1028.0,1296.0,1113.0,410.0,43.0,3890.0,108.0,52.0,102.0,34.0,8.0,304.0,26.0,70.0,13.0,,,109.0,47.09,38.61,108.73,4.77,0.05,199.0,15.17,0.0,0.0,0.53,0.44,16.14,0.033,0.0,0.29,7.11,7.39,81.99,10.61,3018.0,73.0,304.0,91.0,122.0,374.0,3982.0,9.4,19.3,35650.0,40079.0,75729.0,202.3,-215.4,175.9,-174.0,0.5,3.3,-11.8,-19.3,50634.0,59960.0,55139.0,20307.0,2517.0,183682.0
2021-03-01,45884.0,51784.0,41316.0,18961.0,2384.0,160329.0,890.0,0.0,0.0,141.0,8.0,1039.0,983.0,1274.0,1068.0,406.0,42.0,3773.0,109.0,46.0,73.0,34.0,8.0,270.0,6.0,36.0,26.0,,,69.0,48.8,38.95,113.79,4.62,0.1,206.0,11.05,0.0,0.0,0.42,0.04,11.51,0.031,0.0,0.0,3.3,3.3,73.1,23.6,2987.0,77.0,270.0,91.0,105.0,341.0,3871.0,8.8,18.13,32140.0,38667.0,70807.0,189.8,-194.1,159.7,-159.1,-2.2,4.7,-13.3,-18.0,54828.0,58161.0,50355.0,19814.0,2517.0,173215.0
2021-03-02,47753.0,54514.0,45552.0,20094.0,2499.0,170412.0,645.0,0.0,0.0,0.0,46.0,691.0,1022.0,1303.0,1113.0,417.0,44.0,3898.0,109.0,47.0,93.0,38.0,12.0,299.0,4.0,51.0,25.0,,,79.0,49.61,39.36,109.21,4.65,0.19,203.0,10.39,0.0,0.0,0.0,0.63,11.02,0.032,0.0,0.52,3.43,3.95,74.88,21.18,3046.0,78.0,299.0,90.0,118.0,347.0,3978.0,8.72,18.5,32470.0,35752.0,68222.0,185.9,-225.6,175.6,-139.1,-1.3,4.2,-12.9,-18.9,50744.0,60201.0,54376.0,20302.0,2557.0,182651.0
2021-03-03,48950.0,54975.0,45796.0,20946.0,2442.0,173109.0,500.0,0.0,0.0,0.0,118.0,618.0,1023.0,1321.0,1138.0,424.0,43.0,3949.0,110.0,49.0,85.0,43.0,15.0,302.0,11.0,47.0,28.0,,,86.0,50.61,40.74,108.63,4.62,0.21,205.0,10.28,0.0,0.0,0.0,1.67,11.95,49.215,0.2,0.0,2.63,2.82,71.06,26.12,3105.0,73.0,302.0,91.0,112.0,355.0,4037.0,8.8,18.53,30217.0,37310.0,67526.0,178.9,-214.5,175.2,-140.9,-4.2,6.4,-14.5,-20.1,50457.0,59789.0,54835.0,20964.0,2584.0,182937.0
2021-03-04,49097.0,54919.0,45136.0,20306.0,2504.0,171962.0,500.0,0.0,0.0,0.0,33.0,533.0,1036.0,1322.0,1128.0,419.0,42.0,3947.0,116.0,47.0,74.0,33.0,9.0,279.0,3.0,38.0,47.0,,,88.0,49.58,40.36,112.32,4.88,0.19,207.0,10.62,0.0,0.0,0.0,1.09,11.71,0.031,0.0,0.0,2.88,2.88,70.91,26.21,3134.0,68.0,279.0,91.0,112.0,358.0,4042.0,8.87,18.0,29557.0,37559.0,67115.0,194.6,-217.6,163.0,-146.9,-0.9,4.9,-12.1,-20.2,50966.0,59974.0,54319.0,20458.0,2615.0,182139.0
2021-03-05,49355.0,55487.0,45922.0,20595.0,2480.0,173839.0,620.0,0.0,0.0,0.0,90.0,710.0,1050.0,1316.0,1132.0,419.0,43.0,3961.0,113.0,51.0,70.0,33.0,9.0,275.0,8.0,36.0,62.0,,,106.0,49.32,39.53,112.47,4.87,0.19,206.0,10.64,0.0,0.0,0.0,2.1,12.74,0.036,0.0,0.0,6.47,6.47,76.41,17.12,3119.0,71.0,275.0,91.0,127.0,377.0,4060.0,9.29,18.3,29857.0,35532.0,65388.0,194.1,-195.8,151.9,-155.3,-0.7,4.1,-14.6,-21.2,50798.0,60389.0,54029.0,20767.0,2665.0,182534.0
2021-03-06,48250.0,54968.0,46541.0,20697.0,2357.0,172813.0,944.0,0.0,0.0,134.0,149.0,1227.0,1052.0,1327.0,1160.0,428.0,41.0,4009.0,115.0,46.0,89.0,31.0,10.0,290.0,5.0,23.0,43.0,,,72.0,49.11,39.12,120.4,4.62,0.1,213.0,10.68,0.0,0.0,0.4,3.63,14.71,0.036,0.0,0.0,8.89,8.89,79.34,11.77,3171.0,77.0,290.0,90.0,133.0,352.0,4113.0,8.56,17.81,31607.0,36347.0,67954.0,192.1,-199.9,149.3,-139.1,-5.3,3.2,-14.5,-21.0,52013.0,60091.0,54324.0,20920.0,2595.0,184179.0
2021-03-07,48162.0,56037.0,46542.0,20913.0,2144.0,173798.0,530.0,0.0,0.0,0.0,352.0,882.0,1039.0,1335.0,1157.0,428.0,38.0,3997.0,117.0,55.0,101.0,32.0,10.0,315.0,32.0,37.0,22.0,,,90.0,48.04,38.69,116.82,5.16,0.16,209.0,10.86,0.0,0.0,0.0,4.56,15.42,0.044,0.0,0.65,9.72,10.37,73.21,16.42,3140.0,78.0,315.0,77.0,128.0,362.0,4102.0,8.84,18.41,34737.0,37234.0,71971.0,157.3,-200.7,185.3,-136.7,-9.9,3.3,-13.0,-23.4,50094.0,60074.0,54938.0,21090.0,2331.0,182656.0
2021-03-08,44684.0,52784.0,43123.0,21017.0,2246.0,163854.0,570.0,0.0,0.0,0.0,139.0,709.0,984.0,1289.0,1111.0,427.0,39.0,3850.0,110.0,35.0,75.0,30.0,9.0,260.0,33.0,91.0,30.0,,,154.0,42.68,39.6,110.89,4.97,0.18,198.0,10.15,0.0,0.0,0.0,2.66,12.81,0.029,0.0,0.0,1.11,1.11,72.9,25.99,3024.0,75.0,260.0,68.0,110.0,417.0,3953.0,10.55,18.84,32982.0,40149.0,73131.0,161.1,-227.4,185.9,-118.3,-5.8,4.8,-14.9,-23.5,47842.0,57455.0,52382.0,21127.0,2524.0,175171.0
2021-03-09,47328.0,56370.0,47218.0,21727.0,2493.0,175136.0,1573.0,0.0,0.0,0.0,94.0,1667.0,1001.0,1330.0,1162.0,442.0,41.0,3976.0,109.0,58.0,89.0,33.0,8.0,297.0,10.0,68.0,49.0,,,127.0,43.08,38.76,110.45,4.55,0.21,197.0,12.85,0.0,0.0,0.0,2.16,15.01,0.044,0.0,1.08,9.11,10.18,79.13,10.68,3135.0,74.0,297.0,72.0,117.0,388.0,4082.0,9.5,18.55,31437.0,37969.0,69406.0,190.4,-253.5,181.6,-118.5,-4.6,5.2,-13.1,-23.6,49497.0,59627.0,55937.0,22007.0,2650.0,181680.0
2021-03-10,47743.0,56711.0,47070.0,22022.0,2435.0,175981.0,1139.0,0.0,0.0,0.0,121.0,1260.0,1045.0,1345.0,1185.0,445.0,43.0,4062.0,113.0,57.0,92.0,35.0,9.0,305.0,7.0,39.0,51.0,,,96.0,41.92,38.46,122.1,4.54,0.19,207.0,13.23,0.0,0.0,0.0,2.71,15.94,0.045,0.0,0.82,10.66,11.48,74.88,13.64,3229.0,74.0,305.0,86.0,117.0,368.0,4179.0,8.8,18.16,30360.0,40089.0,70449.0,210.5,-256.5,177.3,-133.3,-5.4,4.2,-14.9,-21.3,49702.0,59826.0,56162.0,22146.0,2517.0,184637.0
2021-03-11,47899.0,55344.0,46817.0,21182.0,2511.0,173753.0,1643.0,238.0,0.0,0.0,54.0,1935.0,1057.0,1336.0,1184.0,445.0,43.0,4065.0,111.0,50.0,93.0,34.0,8.0,296.0,5.0,29.0,45.0,,,79.0,43.82,37.45,116.15,4.52,0.18,202.0,14.17,0.9,0.0,0.0,1.88,16.95,0.044,0.0,1.1,11.72,12.82,75.23,11.94,3261.0,80.0,295.0,81.0,112.0,346.0,4176.0,8.29,17.3,30190.0,39999.0,70189.0,207.4,-272.2,179.0,-122.3,1.1,3.2,-14.5,-20.4,50998.0,59602.0,56591.0,21295.0,2561.0,185199.0
2021-03-12,47870.0,53832.0,46220.0,21768.0,2549.0,172239.0,810.0,0.0,0.0,0.0,53.0,863.0,1069.0,1322.0,1173.0,444.0,43.0,4052.0,108.0,48.0,87.0,33.0,10.0,286.0,16.0,39.0,38.0,,,93.0,48.39,34.57,112.93,5.34,0.08,201.0,10.82,0.23,0.0,0.0,3.94,14.99,0.029,0.0,0.0,2.57,2.57,71.82,25.61,3233.0,80.0,286.0,84.0,125.0,358.0,4166.0,8.59,17.48,28947.0,37366.0,66313.0,179.4,-269.8,212.3,-129.1,0.3,3.2,-13.7,-21.0,51015.0,58786.0,57195.0,22019.0,2837.0,186036.0
2021-03-13,43679.0,53640.0,46664.0,21483.0,2590.0,168056.0,500.0,0.0,0.0,0.0,48.0,548.0,979.0,1286.0,1163.0,446.0,44.0,3918.0,107.0,39.0,78.0,32.0,9.0,265.0,18.0,43.0,46.0,,,106.0,40.08,29.37,113.31,5.29,0.21,188.0,10.0,0.0,0.0,0.0,0.84,10.84,0.031,0.0,0.0,2.18,2.18,72.29,25.53,3100.0,79.0,265.0,85.0,129.0,359.0,4017.0,8.93,17.65,29282.0,37678.0,66959.0,161.2,-276.4,230.3,-125.0,1.4,4.5,-14.4,-20.7,47191.0,56982.0,55730.0,21545.0,2807.0,179242.0
2021-03-14,46550.0,54080.0,46582.0,20022.0,2174.0,169408.0,615.0,0.0,0.0,0.0,374.0,989.0,980.0,1252.0,1150.0,401.0,44.0,3827.0,108.0,42.0,78.0,34.0,10.0,271.0,17.0,39.0,35.0,,,91.0,42.63,38.57,112.74,4.76,0.02,199.0,11.28,0.0,0.0,0.0,1.95,13.23,0.052,0.05,2.08,6.86,8.99,70.88,20.12,3019.0,78.0,271.0,93.0,117.0,354.0,3933.0,9.01,18.27,29687.0,38057.0,67743.0,175.5,-275.1,235.1,-139.7,-0.1,3.9,-12.5,-20.4,48425.0,55682.0,53724.0,20022.0,2449.0,172840.0
2021-03-15,43847.0,52383.0,42310.0,20437.0,2388.0,161365.0,865.0,0.0,0.0,114.0,93.0,1072.0,986.0,1267.0,1115.0,401.0,43.0,3812.0,108.0,41.0,66.0,39.0,9.0,264.0,3.0,49.0,49.0,,,101.0,47.67,37.63,109.53,4.8,0.2,200.0,11.09,0.0,0.0,0.34,1.35,12.78,0.037,0.0,0.17,5.9,6.08,76.81,17.12,3009.0,77.0,264.0,95.0,105.0,366.0,3916.0,9.35,18.52,30897.0,38671.0,69567.0,186.9,-240.3,216.1,-165.8,-1.5,7.1,-12.7,-20.7,47054.0,54993.0,52524.0,20643.0,2418.0,170601.0
2021-03-16,47091.0,54813.0,46972.0,21647.0,2507.0,173030.0,925.0,296.0,0.0,114.0,132.0,1467.0,1031.0,1309.0,1168.0,426.0,45.0,3979.0,109.0,40.0,92.0,40.0,9.0,291.0,3.0,51.0,41.0,,,95.0,42.29,36.95,115.56,5.09,0.21,200.0,11.18,0.79,0.0,0.34,0.94,13.25,0.04,0.0,1.19,6.19,7.38,71.3,21.32,3140.0,76.0,291.0,89.0,116.0,358.0,4070.0,8.79,18.14,30857.0,38198.0,69054.0,198.1,-258.4,216.7,-162.4,-2.4,7.7,-15.1,-20.2,49464.0,58399.0,55897.0,21863.0,2818.0,181262.0
2021-03-17,48024.0,55684.0,47709.0,21982.0,2621.0,176020.0,1017.0,0.0,0.0,237.0,33.0,1287.0,1040.0,1335.0,1196.0,441.0,46.0,4059.0,110.0,55.0,112.0,38.0,10.0,326.0,4.0,49.0,33.0,,,86.0,43.12,36.01,111.13,5.17,0.16,196.0,12.16,0.0,0.0,0.71,0.42,13.29,0.042,0.0,0.67,9.9,10.57,76.59,12.85,3188.0,74.0,326.0,88.0,117.0,342.0,4135.0,8.27,18.27,31440.0,35835.0,67275.0,177.4,-260.3,229.2,-156.5,2.1,5.8,-15.3,-20.4,50493.0,58497.0,56249.0,22418.0,2798.0,182123.0
2021-03-18,48110.0,55819.0,47676.0,22352.0,2677.0,176634.0,1369.0,0.0,0.0,0.0,39.0,1408.0,1046.0,1342.0,1200.0,464.0,47.0,4099.0,107.0,62.0,109.0,39.0,10.0,328.0,4.0,52.0,30.0,,,86.0,44.01,35.31,102.77,5.08,0.17,187.0,18.42,0.0,0.0,0.0,0.78,19.2,0.095,0.13,4.93,22.25,27.31,65.21,7.48,3225.0,72.0,328.0,88.0,121.0,335.0,4168.0,8.03,18.01,30240.0,37740.0,67980.0,177.0,-277.0,226.0,-133.6,1.0,4.6,-15.7,-20.7,49633.0,59001.0,57002.0,22445.0,2860.0,185299.0
2021-03-19,47659.0,55477.0,47315.0,21917.0,2688.0,175056.0,1415.0,0.0,0.0,313.0,39.0,1767.0,1042.0,1344.0,1199.0,458.0,47.0,4090.0,105.0,53.0,101.0,34.0,10.0,304.0,10.0,46.0,35.0,,,91.0,39.99,31.4,101.37,5.15,0.17,178.0,20.87,0.0,0.0,0.94,1.19,23.0,0.044,0.0,1.44,8.02,9.45,79.64,10.9,3268.0,71.0,304.0,86.0,114.0,332.0,4174.0,7.94,17.28,30101.0,36348.0,66448.0,207.1,-272.1,201.0,-141.1,1.8,4.5,-15.5,-20.7,50220.0,59506.0,57597.0,22205.0,2754.0,184209.0
2021-03-20,47024.0,54098.0,47117.0,22157.0,2742.0,173138.0,1080.0,23.0,0.0,342.0,36.0,1481.0,1042.0,1302.0,1195.0,459.0,46.0,4044.0,100.0,41.0,109.0,34.0,9.0,293.0,15.0,40.0,24.0,,,80.0,37.95,31.95,102.65,5.27,0.17,178.0,8.6,0.2,0.0,1.03,1.4,11.23,0.041,0.0,0.82,6.62,7.44,69.14,23.42,3255.0,73.0,294.0,83.0,118.0,319.0,4143.0,7.7,16.8,27692.0,38259.0,65951.0,184.1,-260.9,203.5,-138.1,1.3,4.8,-15.7,-20.7,50743.0,57532.0,57278.0,22770.0,2945.0,182997.0
2021-03-21,47755.0,53208.0,47328.0,22454.0,2567.0,173312.0,940.0,0.0,0.0,161.0,195.0,1296.0,1056.0,1275.0,1186.0,470.0,46.0,4033.0,102.0,39.0,93.0,34.0,8.0,276.0,5.0,57.0,26.0,,,87.0,47.12,34.47,104.95,5.39,0.16,192.0,10.06,0.1,0.0,0.48,2.5,13.14,0.041,0.0,0.39,4.71,5.1,65.96,28.93,3225.0,72.0,276.0,83.0,120.0,344.0,4120.0,8.34,17.05,27421.0,40111.0,67531.0,175.8,-298.8,231.0,-117.3,3.8,4.6,-14.1,-20.9,50402.0,57096.0,55910.0,24326.0,2862.0,180972.0
2021-03-22,45327.0,51465.0,42561.0,22402.0,2459.0,164214.0,646.0,0.0,0.0,0.0,215.0,861.0,1016.0,1244.0,1130.0,470.0,45.0,3905.0,100.0,29.0,63.0,34.0,7.0,234.0,21.0,57.0,30.0,,,108.0,42.31,34.55,104.72,5.06,0.16,187.0,9.39,0.1,0.0,0.0,1.99,11.48,0.039,0.0,0.27,6.45,6.71,71.82,21.47,3148.0,71.0,234.0,78.0,100.0,355.0,3986.0,8.9,16.72,25741.0,38930.0,64670.0,162.1,-302.3,226.2,-94.7,5.2,3.9,-15.6,-21.2,47925.0,54381.0,53206.0,22534.0,2714.0,173646.0
2021-03-23,45135.0,53046.0,47097.0,23037.0,2659.0,170974.0,400.0,0.0,0.0,0.0,132.0,532.0,963.0,1280.0,1189.0,484.0,46.0,3962.0,107.0,34.0,99.0,36.0,8.0,283.0,23.0,45.0,30.0,,,98.0,34.91,34.63,100.53,5.02,0.12,175.0,7.87,0.0,0.0,0.0,1.99,9.86,0.054,0.0,1.18,13.03,14.21,72.61,13.18,3184.0,65.0,283.0,84.0,111.0,334.0,4061.0,8.23,17.27,27661.0,40796.0,68456.0,143.0,-317.7,248.0,-81.1,5.2,2.4,-16.2,-21.2,47360.0,56927.0,57205.0,23298.0,2908.0,179863.0
2021-03-24,42813.0,53374.0,47187.0,23262.0,2820.0,169456.0,400.0,0.0,0.0,0.0,21.0,421.0,898.0,1273.0,1209.0,497.0,48.0,3925.0,112.0,33.0,96.0,38.0,9.0,287.0,12.0,49.0,34.0,,,95.0,46.96,34.38,113.61,4.48,0.18,200.0,7.7,0.03,0.0,0.0,0.86,8.59,0.028,0.0,0.0,1.26,1.26,71.05,27.69,3105.0,61.0,287.0,86.0,122.0,358.0,4020.0,8.92,18.2,28591.0,42216.0,70806.0,99.5,-310.0,254.9,-56.6,5.6,3.2,-16.3,-21.1,44473.0,56636.0,58029.0,23354.0,3034.0,176165.0
2021-03-25,46156.0,54146.0,47816.0,22812.0,2864.0,173794.0,790.0,489.0,0.0,141.0,30.0,1450.0,943.0,1291.0,1216.0,501.0,49.0,4000.0,112.0,38.0,89.0,34.0,8.0,282.0,17.0,49.0,36.0,,,103.0,48.42,37.22,108.23,5.09,0.16,199.0,11.15,2.9,0.0,0.42,0.34,14.81,0.037,0.0,0.51,5.69,6.2,74.0,19.8,3176.0,62.0,282.0,89.0,117.0,366.0,4091.0,8.95,18.01,28686.0,38266.0,66951.0,100.3,-307.3,252.4,-56.8,8.0,5.5,-16.4,-21.1,48581.0,57800.0,57472.0,22949.0,2868.0,178785.0
