date,evening_peak_demand_nr_mw,evening_peak_demand_wr_mw,evening_peak_demand_sr_mw,evening_peak_demand_er_mw,evening_peak_demand_ner_mw,evening_peak_demand_total_mw,peak_shortage_nr_mw,peak_shortage_wr_mw,peak_shortage_sr_mw,peak_shortage_er_mw,peak_shortage_ner_mw,peak_shortage_total_mw,energy_met_nr_mu,energy_met_wr_mu,energy_met_sr_mu,energy_met_er_mu,energy_met_ner_mu,energy_met_total_mu,hydro_gen_nr_mu,hydro_gen_wr_mu,hydro_gen_sr_mu,hydro_gen_er_mu,hydro_gen_ner_mu,hydro_gen_total_mu,wind_gen_nr_mu,wind_gen_wr_mu,wind_gen_sr_mu,wind_gen_er_mu,wind_gen_ner_mu,wind_gen_total_mu,solar_gen_nr_mu,solar_gen_wr_mu,solar_gen_sr_mu,solar_gen_er_mu,solar_gen_ner_mu,solar_gen_total_mu,energy_shortage_nr_mu,energy_shortage_wr_mu,energy_shortage_sr_mu,energy_shortage_er_mu,energy_shortage_ner_mu,energy_shortage_total_mu,freq_fvi,freq_pct_below_497,freq_pct_497_498,freq_pct_498_499,freq_pct_below_499,freq_pct_499_5005,freq_pct_above_5005,gen_coal_mu,gen_lignite_mu,gen_hydro_mu,gen_nuclear_mu,gen_gas_mu,gen_res_mu,gen_total_mu,share_res_pct,share_nonfossil_pct,outage_central_nr_mw,outage_central_wr_mw,outage_central_sr_mw,outage_central_er_mw,outage_central_ner_mw,outage_central_total_mw,outage_state_nr_mw,outage_state_wr_mw,outage_state_sr_mw,outage_state_er_mw,outage_state_ner_mw,outage_state_total_mw,outage_total_nr_mw,outage_total_wr_mw,outage_total_sr_mw,outage_total_er_mw,outage_total_ner_mw,outage_total_total_mw,ie_schedule_nr_mu,ie_schedule_wr_mu,ie_schedule_sr_mu,ie_schedule_er_mu,ie_schedule_ner_mu,ie_schedule_total_mu,ie_actual_nr_mu,ie_actual_wr_mu,ie_actual_sr_mu,ie_actual_er_mu,ie_actual_ner_mu,ie_actual_total_mu,ie_odud_nr_mu,ie_odud_wr_mu,ie_odud_sr_mu,ie_odud_er_mu,ie_odud_ner_mu,ie_odud_total_mu,trans_bhutan_mu,trans_nepal_mu,trans_bangladesh_mu,diversity_regional,diversity_state,max_demand_met_nr_mw,max_demand_met_wr_mw,max_demand_met_sr_mw,max_demand_met_er_mw,max_demand_met_ner_mw,max_demand_met_total_mw,trans_godda_bangladesh_mu,solar_hr_peak_mw,solar_hr_shortage_mw,nonsolar_hr_peak_mw,nonsolar_hr_shortage_mw,xb_export_bhutan_mu,xb_export_nepal_mu,xb_export_bangladesh_mu,xb_export_myanmar_mu,xb_import_bhutan_mu,xb_import_nepal_mu,xb_import_bangladesh_mu,xb_import_myanmar_mu,xb_net_bhutan_mu,xb_net_nepal_mu,xb_net_bangladesh_mu,xb_net_myanmar_mu
18-05-2020,44884,40443,34074,20377,2642,142420,982,0,0,0,21,1003,1049,1040,834,428,46,3397,274,47,51,89,8,470,8,81,105,,,194,42.83,26.8,66.52,4.88,0.04,141,11.6,0,0,0,0.7,12.2,0.027,0,0.23,4.13,4.36,80.37,15.27,2252,70,470,108,169,414,3481,11.88,28.46,5825,16928,10792,1196,649,35390,16950,22081,11158,5092,11,55292,22775,39008,21950,6288,660,90681,251.4,-298.7,128.4,-83.5,2.4,0,258.8,-296.7,103.6,-72.9,6.7,-0.5,7.4,2.1,-24.9,10.6,4.3,-0.6,24.8,-0.7,-26.1,1.041,1.091,48870,46018,38396,20611,2636,150332,,,,,,,,,,,,,,,,,
19-05-2020,46112,41215,35589,17414,2612,142942,963,0,0,0,70,1033,1065,1050,837,405,48,3406,269,34,61,95,8,466,14,74,161,,,248,42.7,27.7,67.77,4.35,0.04,143,10.5,0,0,0,1,11.5,0.026,0,0,1.83,1.83,75.54,22.63,2217,68,466,107,162,475,3497,13.59,30,5825,16228,12212,1196,649,36110,15885,21916,14018,5702,11,57532,21710,38143,26230,6898,660,93641,262.4,-267.5,100.5,-100.4,5.7,0.6,271.3,-271.6,81.1,-91.6,10.8,0.1,8.9,-4.1,-19.4,8.8,5.2,-0.5,24.8,-0.6,-25.9,1.038,1.095,50084,45911,36754,20236,2683,149919,,,,,,,,,,,,,,,,,
20-05-2020,46619,41649,37137,11487,2435,139327,1206,0,0,0,139,1345,1087,1052,898,294,45,3375,245,38,76,79,10,447,12,83,173,,,268,43.14,28.8,81.61,4.22,0.01,158,12,0,0,0,1.2,13.2,0.023,0,0.01,3.58,3.59,84.67,11.74,2157,72,447,109,157,511,3453,14.81,30.92,5825,16068,11292,3206,649,37040,16410,21576,14018,8152,11,60167,22235,37643,25310,11358,660,97206,280.9,-296.3,119.7,-109.8,5,-0.5,292.7,-300.4,111.1,-108.6,3,-2.2,11.8,-4.1,-8.6,1.3,-2.1,-1.7,23.5,-0.7,-11.2,1.072,1.136,50338,45347,39623,17288,2492,144709,,,,,,,,,,,,,,,,,
22-05-2020,48994,42771,37842,16481,2256,148344,1398,0,0,0,224,1622,1164,1087,954,325,39,3569,280,41,97,130,19,567,27,118,123,,,268,43.63,28.52,84.59,4.61,0.03,161,11.4,0,0,0,2.5,13.9,0.041,0,1.46,7.2,8.66,77.99,13.35,2257,80,567,90,150,526,3671,14.33,32.23,5935,15489,11692,2760,899,36774,14275,20125,12378,6632,11,53421,20210,35613,24070,9392,910,90195,319.8,-326.3,130.5,-122.7,-0.8,0.6,300.6,-328.6,160.9,-137.8,-4,-8.8,-19.2,-2.3,30.4,-15.1,-3.3,-9.4,52.3,-0.5,-16.5,1.057,1.12,53815,48114,43044,16934,2289,155374,,,,,,,,,,,,,,,,,
23-05-2020,49858,43471,39016,18368,2376,153089,414,0,0,0,136,550,1192,1095,959,369,41,3656,295,44,99,136,19,593,19,108,101,,,229,36.93,29.5,84.73,4.48,0.02,156,9.7,0,0,0,1.9,11.6,0.031,0,0.45,4.65,5.1,85.57,9.33,2360,86,593,91,159,477,3766,12.67,30.83,5935,16149,11192,2760,899,36934,13305,19457,11938,5832,11,50543,19240,35606,23130,8592,910,87477,300.6,-313.6,139.9,-122.1,-4.8,0,288.5,-324,160.4,-127.7,-5.3,-8.1,-12.1,-10.5,20.6,-5.6,-0.4,-8,52.9,-0.4,-21.1,1.042,1.097,54945,48540,42252,18679,2399,160096,,,,,,,,,,,,,,,,,
24-05-2020,50592,42833,36510,18487,2173,150595,515,0,0,0,298,813,1201,1100,938,396,39,3675,305,49,74,132,17,576,16,99,116,,,231,37.5,29.6,83.35,4.53,0.03,155,10.9,0,0,0,4.1,15,0.021,0,0,1.74,1.74,86.83,11.43,2404,81,576,91,150,476,3778,12.61,30.26,5935,15849,10192,2760,844,35579,13480,19582,11508,6042,11,50623,19415,35431,21700,8802,855,86202,283.6,-306.2,135.2,-107.6,-5,0,277.5,-300,134.2,-103.3,-4,4.3,-6.1,6.2,-1,4.3,1,4.3,51.4,-0.9,-25.6,1.031,1.083,55699,48164,40354,18387,2159,159881,,,,,,,,,,,,,,,,,
24-05-2020,50592,42833,36510,18487,2173,150595,515,0,0,0,298,813,1201,1100,938,396,39,3675,305,49,74,132,17,576,16,99,116,,,231,37.5,29.6,83.35,4.53,0.03,155,10.9,0,0,0,4.1,15,0.021,0,0,1.74,1.74,86.83,11.43,2404,81,576,91,150,476,3778,12.61,30.26,5935,15849,10192,2760,844,35579,13480,19582,11508,6042,11,50623,19415,35431,21700,8802,855,86202,283.6,-306.2,135.2,-107.6,-5,0,277.5,-300,134.2,-103.3,-4,4.3,-6.1,6.2,-1,4.3,1,4.3,51.4,-0.9,-25.6,1.031,1.083,55699,48164,40354,18387,2159,159881,,,,,,,,,,,,,,,,,
25-05-2020,51419,43471,37714,18322,2054,152980,503,0,0,0,394,897,1229,1125,960,390,37,3740,296,52,86,132,18,585,27,110,88,,,225,42.73,28.1,79.25,4.54,0.02,155,11.2,0,0,0,5.1,16.3,0.036,0.38,0.21,5.9,6.49,81.58,11.93,2450,81,585,93,152,472,3833,12.31,29.99,5305,16843,9262,2600,844,34853,13215,19042,11508,5932,11,49708,18520,35885,20770,8532,855,84561,293.7,-311,138.5,-116.7,-4.6,-0.1,291.2,-315.4,144.5,-116.6,-7.4,-3.7,-2.4,-4.4,6,0.1,-2.8,-3.6,49.3,-0.5,-20.8,1.044,1.091,56870,49702,43706,18602,2071,163796,,,,,,,,,,,,,,,,,
26-05-2020,49385,44074,38044,18597,1640,151740,456,0,0,0,637,1093,1250,1133,962,401,29,3775,302,36,77,124,18,557,43,129,91,,,263,44.04,28.02,79.51,4.56,0.02,156,10.5,0,0,0,8.1,18.7,0.044,0,0.42,5.66,6.08,72.84,21.09,2477,78,557,102,145,513,3872,13.25,30.26,5305,16999,8012,2100,844,33259,13130,19317,11128,5222,11,48808,18435,36316,19140,7322,855,82067,314.4,-318.9,126,-112.3,-8.6,0.7,302.4,-315.6,132.6,-109.3,-11.7,-1.7,-12,3.2,6.5,3,-3.1,-2.3,44.5,-1,-24.9,1.028,1.079,56244,49371,44951,18894,1703,166424,,,,,,,,,,,,,,,,,
27-05-2020,48159,43718,37898,16112,2060,147947,417,0,0,0,71,488,1225,1129,969,351,30,3705,296,26,70,114,19,526,45,154,102,,,301,42.57,28.2,80.46,4.73,0.01,156,10.4,0,0,0,0.1,10.5,0.041,0,0,1.64,1.64,66.58,31.78,2377,75,526,118,137,552,3784,14.58,31.59,5095,16709,7512,2100,1060,32475,14030,19311,10528,5856,11,49736,19125,36020,18040,7956,1071,82212,302.4,-303.4,130.9,-118.2,-7.9,3.9,296,-297.7,145.2,-133.3,-11.4,-1.2,-6.4,5.6,14.3,-15.1,-3.5,-5.1,43.7,-0.7,-14.6,1.039,1.085,54808,49680,45168,18724,1946,164009,,,,,,,,,,,,,,,,,
28-05-2020,42830,42469,36896,16181,2307,140683,470,0,0,0,3,473,1101,1121,957,323,39,3541,289,21,72,99,23,503,56,174,94,,,324,40.64,28.34,82.24,4.86,0.05,156,10.3,0,0,0,0.1,10.4,0.05,0.25,0.25,0.59,1.1,64.98,33.92,2194,73,503,118,138,576,3603,16,33.24,5095,20654,7512,2495,810,36566,14940,18811,10528,5856,11,50146,20035,39465,18040,8351,821,86712,246.7,-257.2,125.6,-110.4,-4.9,-0.2,214.7,-227.6,141.9,-111.4,-8.5,9,-32.1,29.6,16.3,-1,-3.6,9.2,35.2,-0.3,-13.5,1.027,1.074,50822,49676,45643,16092,2395,160311,,,,,,,,,,,,,,,,,
30-05-2020,37932,43829,37211,17068,2472,138512,463,0,0,0,7,470,956,1111,919,375,43,3403,286,34,81,97,17,515,22,111,56,,,190,36.26,26.48,72.53,5.12,0.03,140,10,0,0,0,0,10,0.033,0,0.57,5.69,6.26,83.72,10.02,2206,74,515,118,152,421,3486,12.09,30.23,4885,20044,7762,1645,344,34679,16690,19390,11058,5146,11,52295,21575,39434,18820,6791,355,86974,197.8,-221.7,127.6,-97.5,-6.2,0,173.1,-216.2,142.5,-97.8,-4.8,-3.2,-24.7,5.6,14.9,-0.3,1.4,-3.2,32,-0.3,-20.7,1.02,1.065,43251,50283,42324,18133,2518,153472,,,,,,,,,,,,,,,,,
31-05-2020,38313,39834,33526,18278,2433,132384,520,0,0,0,101,621,859,1080,858,354,43,3193,287,37,70,96,19,508,19,65,47,,,131,39.75,26.4,69.65,4.85,0.04,141,10,0,0,0,0.6,10.5,0.03,0,0.02,3.16,3.18,75.32,21.5,2079,71,508,110,152,353,3274,10.79,29.69,5095,20594,8762,1645,365,36460,17650,17700,11128,5146,11,51635,22745,38294,19890,6791,376,88095,133.5,-148.2,121.6,-100.5,-6.5,0,116.9,-146,126.4,-88.5,-8.5,0.4,-16.7,2.2,4.9,12,-2,0.4,30,-0.3,-23.2,1.056,1.123,40569,47495,39357,18045,2443,140047,,,,,,,,,,,,,,,,,
01-06-2020,43257,40809,35541,17237,2486,139330,489,0,0,0,82,571,945,1026,861,374,42,3247,290,41,76,102,17,526,19,44,51,,,114,36.67,23.62,70.54,4.81,0.03,136,10,0,0,0,1.7,11.7,0.035,0,0,3.07,3.07,68.79,28.14,2155,69,526,110,152,324,3337,9.72,28.78,4895,19084,9362,1450,344,35134,17200,19770,10958,5146,11,53085,22095,38854,20320,6596,355,88219,184,-184.7,112.8,-108.6,-3.5,0,162,-173.1,124.5,-108.2,-6.4,-1.6,-22,11.1,11.8,0.4,-2.9,-1.6,36.2,-0.3,-25.7,1.06,1.108,46594,47400,39199,17421,2510,144503,,,,,,,,,,,,,,,,,
02-06-2020,44705,38432,35759,18165,2398,139459,518,0,0,0,209,727,996,986,847,389,42,3260,280,42,58,102,16,498,20,48,77,,,145,40.61,20.2,77.82,4.78,0.04,143,10.2,0,0,0,2.4,12.6,0.039,0,0.51,5.99,6.5,73.85,19.65,2160,66,498,111,151,362,3348,10.82,29,4895,18284,9362,2185,344,35069,18225,21506,11998,5146,11,56886,23120,39790,21360,7331,355,91955,229.6,-229,99.6,-95.9,-4.3,0,219.2,-232.1,107.4,-89.2,-5.3,-0.1,-10.4,-3.1,7.8,6.7,-1.1,-0.1,32.7,-1,-26,1.053,1.094,48347,43390,39171,18494,2474,144295,,,,,,,,,,,,,,,,,
03-06-2020,45272,33616,35499,19682,2398,136467,822,0,0,0,26,848,1029,885,845,410,41,3209,279,38,58,105,16,497,13,61,87,,,161,31.37,18.5,72.96,4.68,0.01,128,10.7,0,0,0,0,10.7,0.041,0,0.03,6.2,6.24,75.15,18.61,2119,69,497,109,144,355,3293,10.78,29.19,5105,19084,9112,1450,344,35094,17760,23328,13028,4896,11,59023,22865,42412,22140,6346,355,94117,257,-259.2,98.6,-92,-4.4,0,252,-289.1,111,-78,-5.8,-10,-5,-29.9,12.3,14.1,-1.4,-10,33.6,-1.8,-26,1.052,1.101,49273,39500,38279,20102,2356,142078,,,,,,,,,,,,,,,,,
04-06-2020,42146,36681,36690,18379,2312,136208,488,0,0,0,12,500,1009,841,877,415,41,3183,279,35,68,103,20,505,3,66,112,,,181,33.19,20.7,70.74,4.57,0.02,129,10.6,0,0,0,0,10.6,0.028,0,0,2.68,2.68,82.84,14.48,2053,74,505,110,139,384,3265,11.77,30.6,5105,20203,9112,1450,377,36246,16950,24174,13438,4962,11,59535,22055,44377,22550,6412,388,95781,264,-257.1,100.9,-104.1,-3.7,0,259.1,-284,118.8,-91.6,-6.3,-4,-5,-26.8,17.9,12.5,-2.7,-4,29.9,-1.3,-25.7,1.053,1.111,47281,35999,40046,19836,2380,138280,,,,,,,,,,,,,,,,,
04-06-2020,42146,36681,36690,18379,2312,136208,488,0,0,0,12,500,1009,841,877,415,41,3183,279,35,68,103,20,505,3,66,112,,,181,33.19,20.7,70.74,4.57,0.02,129,10.6,0,0,0,0,10.6,0.028,0,0,2.68,2.68,82.84,14.48,2053,74,505,110,139,384,3265,11.77,30.6,5105,20203,9112,1450,377,36246,16950,24174,13438,4962,11,59535,22055,44377,22550,6412,388,95781,264,-257.1,100.9,-104.1,-3.7,0,259.1,-284,118.8,-91.6,-6.3,-4,-5,-26.8,17.9,12.5,-2.7,-4,29.9,-1.3,-25.7,1.053,1.111,47281,35999,40046,19836,2380,138280,,,,,,,,,,,,,,,,,
05-06-2020,42370,37593,36543,18619,2437,137562,424,0,0,0,9,433,941,890,904,387,43,3164,284,44,65,110,19,523,30,74,109,,,213,22.3,23.53,80.19,4.64,0.03,131,10.2,0,0,0,0,10.2,0.037,0,0,2.13,2.13,67.35,30.52,1977,77,523,110,132,422,3240,13.01,32.54,5105,19543,9112,1510,344,35613,18085,24294,13018,5682,11,61090,23190,43837,22130,7192,355,96703,235,-229.1,110.8,-114.7,-2,0,197.5,-233.2,140.4,-111.6,-2.3,-9.2,-37.5,-4.2,29.7,3.1,-0.3,-9.2,35.9,-0.2,-21.2,1.062,1.106,45106,39401,42063,19266,2487,139637,,,,,,,,,,,,,,,,,
07-06-2020,43152,37554,33990,19555,2495,136746,541,0,0,0,70,611,985,914,848,428,45,3220,286,41,60,119,22,529,20,65,150,,,235,40.1,22.6,71.31,4.9,0.03,139,9.1,0,0,0,0.3,9.4,0.042,0,0,1.31,1.31,65.55,33.14,1978,76,529,111,149,457,3300,13.85,33.24,5407,17363,11622,2220,344,36955,16965,25121,14458,5962,11,62517,22372,42484,26080,8182,355,99472,232.6,-249.7,104.2,-82,-5.1,0,205.4,-232.4,108.2,-76.8,-7.8,-3.4,-27.2,17.3,4,5.2,-2.7,-3.4,44.3,-0.5,-25.5,1.027,1.082,47856,38649,37741,20856,2499,143654,,,,,,,,,,,,,,,,,
08-06-2020,47690,39734,36975,20438,2715,147552,1077,0,0,0,26,1103,1095,957,906,437,47,3442,313,57,78,118,21,587,19,61,154,,,235,41.51,25.13,79.38,4.83,0.01,151,12,0,0,0,0,12,0.046,0,0.5,12.57,13.07,77.69,9.25,2138,81,587,111,145,461,3523,13.09,32.89,4967,19523,11822,2220,344,38875,16965,24094,14608,5112,11,60790,21932,43617,26430,7332,355,99665,259.7,-258.2,116.3,-115.3,-2.5,0,254.1,-264.4,123.9,-112.5,-6.3,-5.2,-5.7,-6.1,7.5,2.8,-3.8,-5.2,38.6,-1.4,-25.2,1.04,1.085,52540,41714,41357,20962,2717,153130,,,,,,,,,,,,,,,,,
08-06-2020,47690,39734,36975,20438,2715,147552,1077,0,0,0,26,1103,1095,957,906,437,47,3442,313,57,78,118,21,587,19,61,154,,,235,41.51,25.13,79.38,4.83,0.01,151,12,0,0,0,0,12,0.046,0,0.5,12.57,13.07,77.69,9.25,2138,81,587,111,145,461,3523,13.09,32.89,4967,19523,11822,2220,344,38875,16965,24094,14608,5112,11,60790,21932,43617,26430,7332,355,99665,259.7,-258.2,116.3,-115.3,-2.5,0,254.1,-264.4,123.9,-112.5,-6.3,-5.2,-5.7,-6.1,7.5,2.8,-3.8,-5.2,38.6,-1.4,-25.2,1.04,1.085,52540,41714,41357,20962,2717,153130,,,,,,,,,,,,,,,,,
09-06-2020,52433,40472,37011,20438,2741,153095,498,0,0,0,101,599,1188,997,931,452,51,3618,337,68,81,118,19,623,22,54,159,,,236,42.47,25.7,78.54,4.77,0.03,152,9.3,0,0,0,0.6,9.9,0.058,0.46,2.72,10.72,13.9,77.65,8.45,2262,80,623,112,164,458,3698,12.39,32.25,4425,18123,12322,2220,407,37497,14135,23305,14398,4482,11,56331,18560,41428,26720,6702,418,93828,270,-265.2,123.2,-127.9,-0.2,0,268.7,-263.2,124.3,-133.7,-0.4,-4.2,-1.3,2,1.2,-5.8,-0.3,-4.2,37.6,-1.5,-25.3,1.068,1.099,56137,44241,44431,21650,2755,158433,,,,,,,,,,,,,,,,,
10-06-2020,51439,40111,34519,21017,2816,149902,511,0,0,0,68,579,1260,1011,899,461,52,3683,340,55,76,121,15,606,28,75,156,,,259,42.67,23.6,61.62,4.88,0.03,133,9.6,0,0,0,0.4,9.9,0.034,0,0.12,5.18,5.3,78.34,16.36,2330,85,606,110,166,469,3766,12.44,31.47,4425,17658,10822,2670,407,35982,12270,23262,14898,4192,47,54669,16695,40920,25720,6862,454,90651,290.7,-296.4,115.2,-112,2.6,0,275.7,-284.9,115.3,-106.3,6.8,6.7,-14.9,11.6,0.1,5.8,4.2,6.7,37.2,-2.3,-25.7,1.045,1.084,57268,44853,41712,21843,2830,161183,,,,,,,,,,,,,,,,,
11-06-2020,51691,39849,34756,20956,2721,149973,617,0,0,0,7,624,1291,983,821,451,51,3598,348,35,61,115,15,575,31,59,168,,,257,41.87,21.6,38.4,4.88,0.02,107,9.9,0,0,0,0,10,0.022,0,0,1.47,1.47,79.23,19.3,2311,83,575,110,175,430,3685,11.68,30.28,4925,16867,10322,2320,399,34833,11010,23230,15208,3682,11,53141,15935,40097,25530,6002,410,87974,287.8,-299.4,99.6,-93.5,5.5,0,287.3,-293.4,87.6,-86.2,7.2,2.6,-0.5,6,-12,7.4,1.7,2.6,36.1,-2.1,-24.7,1.031,1.046,61050,43361,39613,21516,2792,163301,,,,,,,,,,,,,,,,,
12-06-2020,56139,39031,35294,20077,2575,153116,520,0,0,0,18,538,1322,968,804,429,49,3572,354,39,59,116,17,585,21,44,172,,,236,39.09,21.7,50.81,4.81,0.02,116,10.5,0,0,0,0.1,10.6,0.024,0,0.15,3.28,3.43,81.55,15.02,2283,83,585,107,183,424,3665,11.56,30.45,4925,16637,11122,3280,344,36307,9160,23911,15208,5042,11,53332,14085,40548,26330,8322,355,89639,303.2,-288.1,80.7,-101.2,5.4,0,298.7,-286.2,72.6,-97.8,2.2,-10.5,-4.5,1.9,-8.1,3.4,-3.3,-10.5,35.9,-2.2,-19.3,1.068,1.078,62289,46489,36469,20824,2631,158025,,,,,,,,,,,,,,,,,
13-06-2020,54843,39433,35547,19896,2603,152322,476,0,0,0,8,484,1304,940,835,420,50,3548,357,36,71,124,22,610,22,37,169,,,227,31.31,19.7,61.69,4.66,0.02,117,10.4,0,0,0,0,10.4,0.029,0,0,1.2,1.2,77.38,21.42,2246,76,610,110,171,420,3633,11.55,31.38,4425,15007,12082,2620,344,34477,9820,23101,15208,5842,11,53982,14245,38108,27290,8462,355,88459,288.9,-272.2,83.2,-99.1,-0.6,0.1,280,-269,82.8,-93,-3.3,-2.5,-8.9,3.2,-0.3,6.1,-2.7,-2.6,40.3,-1.2,-22.3,1.029,1.073,60937,41229,37095,20472,2657,157791,,,,,,,,,,,,,,,,,
15-06-2020,58023,39065,37686,18703,2737,156214,505,0,0,0,8,513,1359,931,891,408,50,3640,365,43,74,130,17,629,11,62,199,,,272,39.8,22.2,69.31,4.76,0.03,136,10.7,0.1,0,0,0,10.8,0.027,0,0.12,3,3.11,77.68,19.21,2240,82,629,110,182,488,3731,13.08,32.89,3591,15603,12082,2370,344,33989,7770,24203,14428,5592,11,52004,11361,39806,26510,7962,355,85993,294,-309.2,99.7,-84,-0.4,0,283.7,-312.7,108.8,-90.3,1,-9.4,-10.2,-3.5,9.2,-6.3,1.4,-9.4,48.5,-1.9,-26.3,1.024,1.066,63021,40256,40810,19303,2846,162359,,,,,,,,,,,,,,,,,
16-06-2020,58141,40488,36885,19575,2807,157896,517,0,0,0,9,526,1388,951,891,406,52,3688,364,48,76,130,19,638,31,71,180,,,282,40.93,22.45,61.41,4.59,0.02,129,10.6,0,0,0,0,10.6,0.021,0,0,2.33,2.33,82.96,14.71,2275,82,638,110,178,491,3774,13.01,32.82,4123,15003,11082,2370,344,32921,8100,24821,13168,5492,11,51592,12223,39824,24250,7862,355,84513,302.5,-316.8,98.2,-84.7,0.8,0,298.4,-315.9,106.1,-90.5,0.9,-1,-4.1,0.9,7.9,-5.9,0.1,-1,48.8,-1.6,-26.4,1.033,1.071,64361,41104,40372,19847,2884,163169,,,,,,,,,,,,,,,,,
16-06-2020,58141,40488,36885,19575,2807,157896,517,0,0,0,9,526,1388,951,891,406,52,3688,364,48,76,130,19,638,31,71,180,,,282,40.93,22.45,61.41,4.59,0.02,129,10.6,0,0,0,0,10.6,0.021,0,0,2.33,2.33,82.96,14.71,2275,82,638,110,178,491,3774,13.01,32.82,4123,15003,11082,2370,344,32921,8100,24821,13168,5492,11,51592,12223,39824,24250,7862,355,84513,302.5,-316.8,98.2,-84.7,0.8,0,298.4,-315.9,106.1,-90.5,0.9,-1,-4.1,0.9,7.9,-5.9,0.1,-1,48.8,-1.6,-26.4,1.033,1.071,64361,41104,40372,19847,2884,163169,,,,,,,,,,,,,,,,,
17-06-2020,59720,39605,36829,20129,2576,158859,501,0,0,0,187,688,1412,936,882,413,50,3694,367,58,80,128,19,651,55,90,167,,,311,41.5,20.2,58.18,4.65,0.02,125,10.9,0,0,0,2.6,13.5,0.024,0,0,3.29,3.29,82.28,14.43,2269,79,651,110,173,513,3794,13.53,33.58,4342,14603,11082,3145,407,33579,8250,24966,13383,4992,11,51602,12592,39569,24465,8137,418,85181,305.6,-312.6,95,-88.8,0.8,0,300.8,-330.5,103,-79.6,-0.2,-6.4,-4.8,-17.9,8,9.2,-1,-6.4,48.4,-1.8,-26,1.034,1.076,64463,39993,40738,20090,2581,162421,,,,,,,,,,,,,,,,,
18-06-2020,60897,40169,37354,19869,2520,160809,485,0,0,0,263,748,1438,950,881,415,47,3731,369,52,72,125,23,640,63,103,164,,,330,37.31,22.9,62.9,4.5,0.01,128,10.8,0,0,0,6.1,16.9,0.024,0,0,1.61,1.61,77.47,20.92,2273,82,640,109,173,531,3810,13.93,33.61,4342,14209,10212,2120,377,31260,8000,24716,13383,4392,11,50502,12342,38925,23595,6512,388,81762,310.3,-306.5,92.8,-95.5,-1.1,0,311.9,-325.1,103.4,-85.4,-6.4,-1.6,1.6,-18.6,10.7,10,-5.3,-1.6,49.8,-1.8,-25.4,1.036,1.084,65705,40620,39948,20179,2604,163186,,,,,,,,,,,,,,,,,
19-06-2020,56475,40565,37857,21310,2695,158902,441,0,0,0,7,448,1425,964,895,432,51,3767,366,55,82,129,27,658,64,129,150,,,344,39.49,23.8,67.56,4.54,0.03,135,11.5,0,0,0,0,11.5,0.026,0,0.32,2.6,2.93,78.76,18.31,2264,85,658,110,167,559,3843,14.56,34.53,4342,15444,10122,2120,377,32405,7800,26101,13343,5202,11,52457,12142,41545,23465,7322,388,84862,312.1,-304.9,92,-96.1,-3.2,0,297.5,-317.1,113.3,-92.9,-7,-6.3,-14.7,-12.2,21.3,3.2,-3.9,-6.3,49.4,-2,-23.2,1.037,1.084,64713,41405,40688,21118,2736,164641,,,,,,,,,,,,,,,,,
20-06-2020,57311,40973,37706,20591,2823,159404,474,0,0,0,10,484,1358,977,901,432,52,3720,365,52,75,129,24,644,49,121,160,,,330,39.96,23.74,72.78,4.99,0.03,141,10.6,0,0,0,0,10.6,0.041,0,0.1,4.03,4.13,70.71,25.16,2233,85,644,113,166,554,3796,14.62,34.51,4342,14844,10122,2370,344,32021,7710,26428,13643,5282,11,53074,12052,41272,23765,7652,355,85095,292.8,-291,104,-99.8,-6.1,0,269.6,-287.9,110.4,-89.7,-4,-1.5,-23.3,3.1,6.4,10.1,2.1,-1.5,44.5,-1.6,-22.5,1.034,1.096,62463,41764,40081,21022,2863,162605,,,,,,,,,,,,,,,,,
21-06-2020,53929,39211,34679,19987,2688,150494,420,0,0,0,3,423,1270,949,861,418,50,3549,358,55,71,132,22,637,32,104,166,,,301,33.32,21.6,60.47,4.59,0.03,120,10.8,0,0,0,0.3,11.1,0.072,0,0,0.75,0.75,55.97,43.28,2146,78,637,110,163,492,3627,13.57,34.16,4552,15529,10622,2120,344,33166,8780,26410,13913,5172,11,54286,13332,41939,24535,7292,355,87452,272.6,-268.2,100.5,-98.9,-5.9,0,246.2,-257.5,101.5,-82.8,-4.8,2.5,-26.4,10.7,1,16.1,1.1,2.5,46.7,-1.8,-25.1,1.039,1.076,60742,40835,38836,20629,2723,157575,,,,,,,,,,,,,,,,,
22-06-2020,57128,40537,36830,20046,2777,157318,480,0,0,0,6,486,1294,980,881,419,52,3626,367,69,80,143,22,680,20,80,162,,,262,42.1,22.7,62.5,4.69,0.03,132,13.6,0,0,0,0,13.6,0.03,0,0.14,7,7.14,83.24,9.62,2222,87,680,113,158,464,3723,12.47,33.77,4387,15229,11122,2120,344,33201,8290,25977,14753,4962,11,53993,12677,41206,25875,7082,355,87194,272.4,-261.1,102.7,-110.5,-3.6,0,257.7,-268.9,113.2,-108.9,-3,-9.8,-14.7,-7.8,10.5,1.6,0.6,-9.8,47.3,-1.6,-24.6,1.056,1.082,62468,44320,40920,20874,2812,162236,,,,,,,,,,,,,,,,,
