date,region,state,max_demand_met_mw,shortage_max_demand_mw,energy_met_mu,drawal_schedule_mu,od_ud_mu,max_od_mw,energy_shortage_mu
2018-12-31,ER,Bihar,4362.0,0.0,76.8,70.7,0.7,460.0,0.0
2018-12-31,ER,DVC,3123.0,0.0,65.3,-31.4,2.2,396.0,0.0
2018-12-31,ER,Jharkhand,1199.0,0.0,26.1,19.0,0.8,169.0,0.0
2018-12-31,ER,Odisha,3852.0,0.0,71.5,24.5,0.9,267.0,0.0
2018-12-31,ER,Sikkim,95.0,0.0,1.4,1.7,-0.3,18.0,0.0
2018-12-31,ER,West Bengal,6363.0,0.0,110.1,21.2,0.9,309.0,0.0
2018-12-31,NER,Arunachal Pradesh,123.0,2.0,2.4,1.8,0.6,46.0,0.0
2018-12-31,NER,Assam,1361.0,31.0,23.4,17.0,1.5,76.0,0.2
2018-12-31,NER,Manipur,203.0,3.0,2.8,2.7,0.0,20.0,0.0
2018-12-31,NER,Meghalaya,338.0,0.0,6.6,6.0,-0.3,35.0,0.0
2018-12-31,NER,Mizoram,93.0,1.0,1.8,1.3,0.1,20.0,0.0
2018-12-31,NER,Nagaland,121.0,2.0,2.2,2.0,-0.1,12.0,0.0
2018-12-31,NER,Tripura,228.0,1.0,3.6,1.4,0.1,34.0,0.0
2018-12-31,NR,Chandigarh,234.0,0.0,3.7,3.4,0.3,60.0,0.0
2018-12-31,NR,Delhi,4292.0,0.0,69.0,54.1,-0.9,203.0,0.0
2018-12-31,NR,HP,1657.0,0.0,30.1,24.0,0.6,175.0,0.0
2018-12-31,NR,Haryana,6445.0,138.0,125.0,58.0,0.2,169.0,0.3
2018-12-31,NR,J&K(UT) & Ladakh(UT),2400.0,600.0,50.2,45.8,-0.7,237.0,11.9
2018-12-31,NR,Punjab,5657.0,0.0,110.9,24.0,-1.1,145.0,0.0
2018-12-31,NR,Rajasthan,12676.0,0.0,236.6,64.0,-0.3,388.0,0.0
2018-12-31,NR,UP,14125.0,0.0,291.2,109.9,0.3,262.0,2.6
2018-12-31,NR,Uttarakhand,2096.0,0.0,38.1,22.8,-0.3,94.0,0.0
2018-12-31,SR,Andhra Pradesh,8005.0,0.0,163.0,60.1,0.3,445.0,0.0
2018-12-31,SR,Karnataka,10846.0,0.0,203.1,71.0,-0.1,462.0,0.0
2018-12-31,SR,Kerala,3632.0,0.0,69.1,58.5,0.5,170.0,0.0
2018-12-31,SR,Puducherry,357.0,0.0,6.7,7.2,-0.5,19.0,0.0
2018-12-31,SR,Tamil Nadu,13631.0,0.0,279.7,136.4,-0.7,364.0,0.0
2018-12-31,SR,Telangana,8886.0,0.0,179.0,81.7,0.8,463.0,0.0
2018-12-31,WR,Chhattisgarh,3473.0,0.0,76.6,25.5,-0.4,167.0,0.0
2018-12-31,WR,DD,302.0,0.0,6.6,6.0,0.6,73.0,0.0
2018-12-31,WR,DNH,729.0,0.0,16.9,16.7,0.2,52.0,0.0
2018-12-31,WR,Essar steel,578.0,0.0,11.4,10.5,1.0,286.0,0.0
2018-12-31,WR,Goa,462.0,0.0,9.4,9.0,-0.3,31.0,0.0
2018-12-31,WR,Gujarat,15141.0,0.0,316.8,86.9,1.4,1236.0,0.0
2018-12-31,WR,MP,13860.0,0.0,258.3,150.1,0.0,502.0,0.0
2018-12-31,WR,Maharashtra,19980.0,0.0,386.6,90.8,0.5,547.0,0.0
2019-01-01,ER,Bihar,4139.0,0.0,77.6,71.9,0.4,460.0,0.0
2019-01-01,ER,DVC,3101.0,0.0,66.4,-26.7,0.3,396.0,0.0
2019-01-01,ER,Jharkhand,1091.0,67.0,25.2,18.9,0.9,169.0,0.2
2019-01-01,ER,Odisha,3832.0,0.0,70.5,24.7,0.4,267.0,0.3
2019-01-01,ER,Sikkim,91.0,0.0,1.3,1.8,-0.5,18.0,0.0
2019-01-01,ER,West Bengal,5863.0,0.0,104.7,21.9,-0.4,309.0,0.0
2019-01-01,NER,Arunachal Pradesh,121.0,3.0,2.3,1.8,0.5,65.0,0.0
2019-01-01,NER,Assam,1321.0,2.0,23.2,17.3,1.6,124.0,0.2
2019-01-01,NER,Manipur,197.0,3.0,2.7,3.0,-0.2,24.0,0.0
2019-01-01,NER,Meghalaya,325.0,0.0,6.6,6.3,-0.1,40.0,0.0
2019-01-01,NER,Mizoram,88.0,1.0,1.6,1.4,-0.3,7.0,0.0
2019-01-01,NER,Nagaland,119.0,2.0,2.1,2.0,-0.1,18.0,0.0
2019-01-01,NER,Tripura,224.0,0.0,3.5,1.3,0.2,59.0,0.0
2019-01-01,NR,Chandigarh,240.0,0.0,3.8,3.5,0.3,67.0,0.0
2019-01-01,NR,Delhi,4336.0,0.0,69.6,52.3,-0.4,182.0,0.0
2019-01-01,NR,HP,1630.0,0.0,30.4,24.7,0.1,341.0,0.0
2019-01-01,NR,Haryana,6444.0,0.0,123.4,54.8,1.2,248.0,0.0
2019-01-01,NR,J&K(UT) & Ladakh(UT),2486.0,621.0,51.6,45.2,1.4,359.0,12.3
2019-01-01,NR,Punjab,5508.0,0.0,109.2,27.5,-0.6,66.0,0.0
2019-01-01,NR,Rajasthan,12538.0,435.0,238.3,65.0,2.1,572.0,0.0
2019-01-01,NR,UP,14437.0,0.0,295.0,107.7,0.0,210.0,1.5
2019-01-01,NR,Uttarakhand,2111.0,0.0,37.4,22.3,0.4,172.0,0.0
2019-01-01,SR,Andhra Pradesh,7915.0,0.0,155.6,56.1,-1.3,486.0,0.0
2019-01-01,SR,Karnataka,10675.0,0.0,199.3,67.2,-1.1,459.0,0.0
2019-01-01,SR,Kerala,3501.0,0.0,68.1,59.8,0.1,194.0,0.0
2019-01-01,SR,Puducherry,339.0,0.0,6.8,7.1,-0.3,27.0,0.0
2019-01-01,SR,Tamil Nadu,13140.0,0.0,270.0,128.8,-0.4,490.0,0.0
2019-01-01,SR,Telangana,8776.0,0.0,178.6,86.1,0.4,412.0,0.0
2019-01-01,WR,Chhattisgarh,3403.0,0.0,75.9,24.1,-0.1,232.0,0.3
2019-01-01,WR,DD,257.0,0.0,5.8,5.8,-0.1,54.0,0.0
2019-01-01,WR,DNH,669.0,0.0,15.6,15.7,-0.1,33.0,0.0
2019-01-01,WR,Essar steel,535.0,0.0,10.9,10.2,0.7,302.0,0.0
2019-01-01,WR,Goa,462.0,0.0,9.0,8.8,-0.4,21.0,0.0
2019-01-01,WR,Gujarat,14710.0,0.0,312.4,88.0,1.9,624.0,0.0
2019-01-01,WR,MP,14002.0,0.0,257.8,145.6,-0.1,545.0,0.0
2019-01-01,WR,Maharashtra,19364.0,0.0,385.7,91.1,0.1,496.0,0.0
2019-01-02,ER,Bihar,4261.0,0.0,76.2,70.9,1.9,460.0,0.0
2019-01-02,ER,DVC,3061.0,0.0,63.4,-36.7,-0.8,396.0,0.8
2019-01-02,ER,Jharkhand,1153.0,0.0,25.2,17.9,0.6,169.0,0.0
2019-01-02,ER,Odisha,3775.0,0.0,71.2,24.3,-0.7,267.0,0.0
2019-01-02,ER,Sikkim,100.0,0.0,1.5,1.9,-0.4,18.0,0.0
2019-01-02,ER,West Bengal,6231.0,0.0,107.2,20.9,0.2,309.0,0.0
2019-01-02,NER,Arunachal Pradesh,108.0,2.0,2.3,1.8,0.5,80.0,0.0
2019-01-02,NER,Assam,1390.0,15.0,23.3,17.0,1.6,82.0,0.3
2019-01-02,NER,Manipur,179.0,2.0,2.9,2.9,0.0,39.0,0.0
2019-01-02,NER,Meghalaya,355.0,0.0,6.7,6.2,-0.2,284.0,0.0
2019-01-02,NER,Mizoram,95.0,3.0,1.5,1.4,-0.4,,0.0
2019-01-02,NER,Nagaland,125.0,2.0,2.1,2.0,-0.1,14.0,0.0
2019-01-02,NER,Tripura,220.0,1.0,3.4,1.4,0.1,48.0,0.0
2019-01-02,NR,Chandigarh,238.0,0.0,3.8,3.4,0.4,57.0,0.0
2019-01-02,NR,Delhi,4183.0,0.0,69.0,51.5,-0.9,235.0,0.0
2019-01-02,NR,HP,1680.0,0.0,30.6,24.7,0.3,201.0,0.0
2019-01-02,NR,Haryana,6642.0,0.0,125.5,56.0,0.7,163.0,2.2
2019-01-02,NR,J&K(UT) & Ladakh(UT),2250.0,563.0,44.8,45.7,-5.6,47.0,10.7
2019-01-02,NR,Punjab,5597.0,0.0,108.0,30.0,-0.8,65.0,0.0
2019-01-02,NR,Rajasthan,12757.0,0.0,239.8,61.2,-0.7,524.0,0.0
2019-01-02,NR,UP,13929.0,100.0,285.2,117.2,-0.3,416.0,3.7
2019-01-02,NR,Uttarakhand,2088.0,0.0,38.2,23.3,0.0,101.0,0.2
2019-01-02,SR,Andhra Pradesh,7800.0,0.0,159.9,56.2,0.0,496.0,0.0
2019-01-02,SR,Karnataka,10468.0,0.0,200.3,68.6,-0.5,480.0,0.0
2019-01-02,SR,Kerala,3423.0,0.0,65.9,57.0,0.2,156.0,0.0
2019-01-02,SR,Puducherry,376.0,0.0,7.2,7.5,-0.4,61.0,0.0
2019-01-02,SR,Tamil Nadu,13812.0,0.0,279.2,138.3,-0.9,493.0,0.0
2019-01-02,SR,Telangana,8887.0,0.0,183.1,95.0,1.1,492.0,0.0
2019-01-02,WR,Chhattisgarh,3447.0,0.0,75.4,19.3,-0.7,206.0,0.0
2019-01-02,WR,DD,307.0,0.0,6.4,6.3,0.1,69.0,0.0
2019-01-02,WR,DNH,718.0,0.0,16.3,16.0,0.3,73.0,0.0
2019-01-02,WR,Essar steel,525.0,0.0,10.5,10.1,0.4,310.0,0.0
2019-01-02,WR,Goa,425.0,0.0,8.7,8.6,-0.4,46.0,0.0
2019-01-02,WR,Gujarat,14672.0,0.0,315.8,87.1,2.8,566.0,0.0
2019-01-02,WR,MP,14054.0,0.0,258.8,153.7,-0.9,699.0,0.0
2019-01-02,WR,Maharashtra,20011.0,0.0,400.5,96.2,0.4,677.0,0.0
2019-01-03,ER,Bihar,4279.0,0.0,77.4,71.9,1.1,460.0,0.0
2019-01-03,ER,DVC,2955.0,0.0,62.4,-37.1,1.2,396.0,0.0
2019-01-03,ER,Jharkhand,1015.0,0.0,24.6,18.0,0.6,169.0,0.0
2019-01-03,ER,Odisha,4019.0,0.0,80.7,27.8,-0.4,267.0,0.0
2019-01-03,ER,Sikkim,100.0,0.0,1.5,1.8,-0.3,18.0,0.0
2019-01-03,ER,West Bengal,6320.0,0.0,109.7,22.9,0.2,309.0,0.0
2019-01-03,NER,Arunachal Pradesh,110.0,2.0,2.2,1.7,0.5,79.0,0.0
2019-01-03,NER,Assam,1410.0,15.0,21.8,16.7,0.5,177.0,0.2
2019-01-03,NER,Manipur,165.0,2.0,2.4,2.8,-0.4,40.0,0.0
2019-01-03,NER,Meghalaya,346.0,0.0,6.9,5.6,-0.2,200.0,0.0
2019-01-03,NER,Mizoram,100.0,2.0,1.3,1.1,-0.3,17.0,0.0
2019-01-03,NER,Nagaland,120.0,3.0,2.0,1.8,0.0,25.0,0.0
2019-01-03,NER,Tripura,222.0,1.0,3.3,0.6,0.7,125.0,0.0
2019-01-03,NR,Chandigarh,239.0,0.0,3.7,3.7,0.0,37.0,0.0
2019-01-03,NR,Delhi,4241.0,0.0,68.3,53.4,0.5,269.0,0.0
2019-01-03,NR,HP,1633.0,0.0,30.1,24.6,0.1,141.0,0.1
2019-01-03,NR,Haryana,6609.0,212.0,127.2,56.5,0.0,118.0,0.5
2019-01-03,NR,J&K(UT) & Ladakh(UT),2516.0,629.0,50.6,44.0,1.7,425.0,11.9
2019-01-03,NR,Punjab,5555.0,0.0,103.8,28.8,-0.6,112.0,0.0
2019-01-03,NR,Rajasthan,12734.0,0.0,239.9,56.2,-0.5,265.0,0.0
2019-01-03,NR,UP,13616.0,150.0,291.4,117.9,0.5,196.0,2.1
2019-01-03,NR,Uttarakhand,2036.0,0.0,38.5,23.2,0.8,206.0,0.7
2019-01-03,SR,Andhra Pradesh,7925.0,0.0,163.1,64.9,0.4,527.0,0.0
2019-01-03,SR,Karnataka,10831.0,0.0,204.2,73.6,-0.8,511.0,0.0
2019-01-03,SR,Kerala,3224.0,0.0,59.5,52.9,-0.5,132.0,0.0
2019-01-03,SR,Puducherry,374.0,0.0,7.4,7.5,-0.1,54.0,0.0
2019-01-03,SR,Tamil Nadu,14123.0,0.0,287.9,136.1,-0.1,425.0,0.0
2019-01-03,SR,Telangana,9238.0,0.0,183.6,79.9,0.3,851.0,0.0
2019-01-03,WR,Chhattisgarh,3547.0,0.0,76.8,19.1,-1.0,734.0,0.6
2019-01-03,WR,DD,311.0,0.0,6.9,6.7,0.2,71.0,0.0
2019-01-03,WR,DNH,732.0,0.0,17.1,17.0,0.2,38.0,0.0
2019-01-03,WR,Essar steel,502.0,0.0,9.8,10.0,-0.3,268.0,0.0
2019-01-03,WR,Goa,451.0,0.0,8.8,8.7,-0.5,53.0,0.0
2019-01-03,WR,Gujarat,15337.0,0.0,323.1,89.3,4.1,836.0,0.0
2019-01-03,WR,MP,13992.0,0.0,258.9,151.3,-0.9,531.0,0.0
2019-01-03,WR,Maharashtra,20800.0,0.0,413.8,111.5,-0.8,760.0,0.0
2019-01-04,ER,Bihar,4339.0,50.0,77.7,71.2,1.2,460.0,0.2
2019-01-04,ER,DVC,3039.0,0.0,64.5,-32.7,0.0,396.0,0.0
2019-01-04,ER,Jharkhand,1000.0,292.0,21.4,19.2,0.5,169.0,0.9
2019-01-04,ER,Odisha,3986.0,0.0,81.5,26.3,-0.2,267.0,0.0
2019-01-04,ER,Sikkim,98.0,0.0,1.5,1.8,-0.3,18.0,0.0
2019-01-04,ER,West Bengal,6304.0,0.0,112.8,24.8,1.1,309.0,0.0
2019-01-04,NER,Arunachal Pradesh,101.0,3.0,2.1,1.7,0.3,32.0,0.0
2019-01-04,NER,Assam,1405.0,26.0,23.0,17.3,1.1,86.0,0.2
2019-01-04,NER,Manipur,192.0,4.0,2.7,3.0,-0.3,46.0,0.0
2019-01-04,NER,Meghalaya,372.0,0.0,6.9,5.9,-0.2,32.0,0.0
2019-01-04,NER,Mizoram,104.0,2.0,1.9,1.2,0.3,15.0,0.0
2019-01-04,NER,Nagaland,113.0,2.0,2.2,2.0,0.1,27.0,0.0
2019-01-04,NER,Tripura,226.0,1.0,3.8,1.4,0.3,51.0,0.0
2019-01-04,NR,Chandigarh,229.0,0.0,3.8,3.6,0.2,74.0,0.0
2019-01-04,NR,Delhi,4413.0,0.0,73.9,55.8,2.1,386.0,0.0
2019-01-04,NR,HP,1682.0,0.0,30.5,23.4,1.7,435.0,0.2
2019-01-04,NR,Haryana,6945.0,0.0,126.5,58.3,0.1,135.0,0.1
2019-01-04,NR,J&K(UT) & Ladakh(UT),2461.0,615.0,50.9,43.6,2.4,366.0,12.0
2019-01-04,NR,Punjab,5795.0,0.0,113.6,27.5,-0.2,99.0,0.0
2019-01-04,NR,Rajasthan,12268.0,21.0,236.5,61.7,0.3,405.0,0.0
2019-01-04,NR,UP,13479.0,860.0,290.7,118.5,0.4,447.0,6.7
2019-01-04,NR,Uttarakhand,2132.0,0.0,39.7,23.2,1.3,179.0,0.7
2019-01-04,SR,Andhra Pradesh,8197.0,0.0,165.9,64.5,-0.1,884.0,0.0
2019-01-04,SR,Karnataka,11022.0,0.0,208.5,72.9,-0.2,785.0,0.0
2019-01-04,SR,Kerala,3428.0,0.0,63.4,53.1,0.4,187.0,0.0
2019-01-04,SR,Puducherry,371.0,0.0,7.5,7.8,-0.3,37.0,0.0
2019-01-04,SR,Tamil Nadu,13887.0,0.0,289.4,136.2,-0.3,602.0,0.0
2019-01-04,SR,Telangana,9157.0,0.0,186.0,74.7,-0.8,587.0,0.0
2019-01-04,WR,Chhattisgarh,3609.0,0.0,78.9,19.7,-0.5,481.0,0.1
2019-01-04,WR,DD,319.0,0.0,7.1,6.9,0.2,81.0,0.0
2019-01-04,WR,DNH,720.0,0.0,17.0,16.9,0.1,72.0,0.0
2019-01-04,WR,Essar steel,450.0,0.0,9.0,9.2,-0.2,197.0,0.0
2019-01-04,WR,Goa,451.0,0.0,8.8,8.8,-0.6,46.0,0.0
2019-01-04,WR,Gujarat,15170.0,0.0,326.3,87.8,3.2,567.0,0.0
2019-01-04,WR,MP,14114.0,0.0,259.8,150.3,-1.8,546.0,0.0
2019-01-04,WR,Maharashtra,20399.0,0.0,411.5,105.4,-1.4,460.0,0.0
2019-01-05,ER,Bihar,4293.0,0.0,74.5,72.1,-2.8,460.0,0.0
2019-01-05,ER,DVC,3103.0,0.0,65.7,-30.4,0.1,396.0,0.0
2019-01-05,ER,Jharkhand,1165.0,120.0,24.4,18.1,0.5,169.0,0.4
2019-01-05,ER,Odisha,3958.0,0.0,74.9,23.7,-0.2,267.0,0.0
2019-01-05,ER,Sikkim,94.0,0.0,1.4,1.8,-0.4,18.0,0.0
2019-01-05,ER,West Bengal,6492.0,0.0,117.3,29.3,0.7,309.0,0.0
2019-01-05,NER,Arunachal Pradesh,110.0,2.0,2.1,1.7,0.4,33.0,0.0
2019-01-05,NER,Assam,1378.0,21.0,23.9,17.4,1.7,130.0,0.1
2019-01-05,NER,Manipur,189.0,3.0,2.8,2.9,-0.2,27.0,0.0
2019-01-05,NER,Meghalaya,351.0,0.0,6.7,5.3,0.1,48.0,0.0
2019-01-05,NER,Mizoram,104.0,1.0,1.9,1.3,0.3,16.0,0.0
2019-01-05,NER,Nagaland,115.0,2.0,2.1,1.9,0.1,25.0,0.0
2019-01-05,NER,Tripura,231.0,3.0,4.1,1.4,0.6,58.0,0.0
2019-01-05,NR,Chandigarh,225.0,0.0,3.8,3.7,0.1,29.0,0.0
2019-01-05,NR,Delhi,4093.0,0.0,68.2,51.8,-0.4,231.0,0.0
2019-01-05,NR,HP,1668.0,0.0,30.7,26.1,-0.5,173.0,0.0
2019-01-05,NR,Haryana,6636.0,238.0,124.6,63.7,0.3,105.0,1.2
2019-01-05,NR,J&K(UT) & Ladakh(UT),2398.0,600.0,42.0,40.9,-4.1,175.0,9.9
2019-01-05,NR,Punjab,5554.0,0.0,108.4,26.9,-0.1,127.0,0.0
2019-01-05,NR,Rajasthan,11834.0,0.0,234.2,62.0,-1.3,207.0,0.0
2019-01-05,NR,UP,13946.0,150.0,289.5,112.3,0.4,798.0,0.0
2019-01-05,NR,Uttarakhand,2216.0,0.0,39.6,24.1,0.8,160.0,0.1
2019-01-05,SR,Andhra Pradesh,7981.0,0.0,165.5,66.0,0.5,533.0,0.0
2019-01-05,SR,Karnataka,10892.0,0.0,204.8,71.0,0.6,553.0,0.0
2019-01-05,SR,Kerala,3388.0,0.0,63.6,53.9,-0.1,214.0,0.0
2019-01-05,SR,Puducherry,376.0,0.0,7.6,7.7,-0.1,40.0,0.0
2019-01-05,SR,Tamil Nadu,13617.0,0.0,281.3,126.7,0.8,950.0,0.0
2019-01-05,SR,Telangana,9323.0,0.0,185.8,71.8,0.7,511.0,0.0
2019-01-05,WR,Chhattisgarh,3510.0,0.0,78.6,19.6,-0.5,434.0,0.3
2019-01-05,WR,DD,318.0,0.0,7.1,6.9,0.2,57.0,0.0
2019-01-05,WR,DNH,734.0,0.0,17.1,16.7,0.3,73.0,0.0
2019-01-05,WR,Essar steel,488.0,0.0,9.5,9.1,0.4,252.0,0.0
2019-01-05,WR,Goa,451.0,0.0,9.8,8.8,0.5,54.0,0.0
2019-01-05,WR,Gujarat,15404.0,0.0,325.2,85.3,1.4,491.0,0.0
2019-01-05,WR,MP,14362.0,0.0,260.4,148.2,-1.6,610.0,0.0
2019-01-05,WR,Maharashtra,20447.0,0.0,411.8,101.9,-0.1,573.0,0.0
2019-01-06,ER,Bihar,4173.0,0.0,76.5,71.9,-0.2,460.0,0.0
2019-01-06,ER,DVC,3026.0,100.0,65.3,-29.9,0.7,396.0,0.3
2019-01-06,ER,Jharkhand,1163.0,0.0,24.4,17.5,0.3,169.0,0.0
2019-01-06,ER,Odisha,3927.0,0.0,72.9,25.9,1.0,267.0,0.0
2019-01-06,ER,Sikkim,87.0,0.0,1.6,1.7,-0.1,18.0,0.0
2019-01-06,ER,West Bengal,5930.0,0.0,111.0,26.7,1.8,309.0,0.0
2019-01-06,NER,Arunachal Pradesh,108.0,2.0,2.1,1.8,0.4,88.0,0.0
2019-01-06,NER,Assam,1342.0,15.0,23.0,16.8,1.6,134.0,0.0
2019-01-06,NER,Manipur,179.0,2.0,2.6,2.9,-0.3,27.0,0.0
2019-01-06,NER,Meghalaya,343.0,0.0,6.3,5.3,0.0,42.0,0.0
2019-01-06,NER,Mizoram,96.0,2.0,1.4,1.4,-0.5,29.0,0.0
2019-01-06,NER,Nagaland,112.0,3.0,2.1,1.9,0.1,29.0,0.0
2019-01-06,NER,Tripura,218.0,1.0,3.3,1.1,0.2,70.0,0.0
2019-01-06,NR,Chandigarh,203.0,0.0,3.5,3.5,0.0,30.0,0.0
2019-01-06,NR,Delhi,3922.0,0.0,64.9,48.6,-0.4,362.0,0.0
2019-01-06,NR,HP,1547.0,0.0,28.0,23.1,-0.2,121.0,0.0
2019-01-06,NR,Haryana,5999.0,0.0,106.3,51.1,-0.6,185.0,0.0
2019-01-06,NR,J&K(UT) & Ladakh(UT),2427.0,607.0,49.2,43.7,-1.2,191.0,11.6
2019-01-06,NR,Punjab,5004.0,0.0,99.0,27.9,0.1,110.0,0.0
2019-01-06,NR,Rajasthan,12233.0,0.0,235.2,57.6,-1.0,554.0,0.0
2019-01-06,NR,UP,13892.0,0.0,279.5,99.0,-0.3,141.0,0.0
2019-01-06,NR,Uttarakhand,2006.0,0.0,37.8,23.4,-0.7,76.0,0.0
2019-01-06,SR,Andhra Pradesh,7844.0,0.0,162.6,64.8,0.5,533.0,0.0
2019-01-06,SR,Karnataka,10410.0,0.0,195.7,70.5,0.1,684.0,0.0
2019-01-06,SR,Kerala,3128.0,0.0,58.0,48.6,0.1,192.0,0.0
2019-01-06,SR,Puducherry,327.0,0.0,6.9,7.1,-0.3,39.0,0.0
2019-01-06,SR,Tamil Nadu,13016.0,0.0,267.8,122.5,-0.2,655.0,0.0
2019-01-06,SR,Telangana,8833.0,0.0,179.3,68.4,0.6,638.0,0.0
2019-01-06,WR,Chhattisgarh,3586.0,0.0,79.0,25.0,-0.1,274.0,0.2
2019-01-06,WR,DD,285.0,0.0,6.6,6.6,0.0,43.0,0.0
2019-01-06,WR,DNH,728.0,0.0,17.2,16.9,0.3,91.0,0.0
2019-01-06,WR,Essar steel,549.0,0.0,11.1,11.3,-0.2,231.0,0.0
2019-01-06,WR,Goa,473.0,0.0,8.3,8.2,0.0,30.0,0.0
2019-01-06,WR,Gujarat,15171.0,0.0,312.2,79.0,0.4,677.0,0.0
2019-01-06,WR,MP,13988.0,0.0,257.3,148.2,-2.5,571.0,0.0
2019-01-06,WR,Maharashtra,20033.0,0.0,398.6,97.1,0.3,538.0,0.0
2019-01-07,ER,Bihar,3973.0,0.0,71.7,70.6,-2.4,460.0,0.0
2019-01-07,ER,DVC,3081.0,0.0,65.4,-30.6,0.0,396.0,0.0
2019-01-07,ER,Jharkhand,1121.0,106.0,23.0,17.4,0.1,169.0,0.3
2019-01-07,ER,Odisha,4524.0,0.0,71.6,23.2,0.5,267.0,0.0
2019-01-07,ER,Sikkim,90.0,0.0,1.3,1.9,-0.6,18.0,0.0
2019-01-07,ER,West Bengal,5878.0,0.0,117.9,31.7,0.5,309.0,0.0
2019-01-07,NER,Arunachal Pradesh,100.0,2.0,2.0,1.6,0.4,39.0,0.0
2019-01-07,NER,Assam,1380.0,28.0,23.0,17.7,0.6,78.0,0.3
2019-01-07,NER,Manipur,191.0,3.0,2.8,3.0,-0.2,32.0,0.0
2019-01-07,NER,Meghalaya,353.0,0.0,6.4,5.0,0.0,187.0,0.0
2019-01-07,NER,Mizoram,94.0,1.0,1.7,1.4,0.2,27.0,0.0
2019-01-07,NER,Nagaland,109.0,3.0,2.0,1.8,0.1,26.0,0.0
2019-01-07,NER,Tripura,213.0,3.0,3.5,1.4,0.3,53.0,0.0
2019-01-07,NR,Chandigarh,204.0,0.0,3.6,3.8,-0.2,24.0,0.0
2019-01-07,NR,Delhi,4212.0,0.0,71.0,54.0,0.6,279.0,0.0
2019-01-07,NR,HP,1668.0,0.0,29.9,24.9,-0.3,143.0,0.0
2019-01-07,NR,Haryana,6735.0,0.0,123.5,60.2,0.3,237.0,0.0
2019-01-07,NR,J&K(UT) & Ladakh(UT),2379.0,595.0,45.8,44.8,-4.8,60.0,10.8
2019-01-07,NR,Punjab,5577.0,0.0,108.1,33.3,-0.1,126.0,0.0
2019-01-07,NR,Rajasthan,12620.0,0.0,239.9,60.1,-1.5,459.0,0.0
2019-01-07,NR,UP,13918.0,0.0,274.4,98.4,-0.2,396.0,1.8
2019-01-07,NR,Uttarakhand,2039.0,0.0,38.4,23.0,-0.3,78.0,0.0
2019-01-07,SR,Andhra Pradesh,8016.0,0.0,163.5,66.8,0.5,484.0,0.0
2019-01-07,SR,Karnataka,11137.0,0.0,207.6,69.0,0.1,503.0,0.0
2019-01-07,SR,Kerala,3389.0,0.0,63.2,50.3,0.0,145.0,0.0
2019-01-07,SR,Puducherry,386.0,0.0,7.5,7.8,-0.2,58.0,0.0
2019-01-07,SR,Tamil Nadu,14114.0,0.0,285.0,131.6,1.0,498.0,0.0
2019-01-07,SR,Telangana,9155.0,0.0,179.9,72.0,-0.3,382.0,0.0
2019-01-07,WR,Chhattisgarh,3739.0,0.0,79.1,27.3,-0.1,597.0,0.6
2019-01-07,WR,DD,283.0,0.0,6.5,6.2,0.3,57.0,0.0
2019-01-07,WR,DNH,749.0,0.0,17.3,17.4,-0.1,51.0,0.0
2019-01-07,WR,Essar steel,513.0,0.0,10.2,10.8,-0.6,264.0,0.0
2019-01-07,WR,Goa,473.0,0.0,8.8,8.7,0.0,49.0,0.0
2019-01-07,WR,Gujarat,15368.0,0.0,320.3,77.9,1.8,716.0,0.0
2019-01-07,WR,MP,13313.0,0.0,253.2,140.7,-1.9,535.0,0.0
2019-01-07,WR,Maharashtra,20338.0,0.0,409.0,96.4,-2.7,567.0,0.0
2019-01-08,ER,Bihar,4179.0,0.0,74.6,70.2,-0.6,460.0,0.0
2019-01-08,ER,DVC,3101.0,0.0,65.1,-29.4,-0.5,396.0,0.0
2019-01-08,ER,Jharkhand,1130.0,0.0,24.6,17.5,0.5,169.0,0.0
2019-01-08,ER,Odisha,3618.0,0.0,70.4,23.9,-0.1,267.0,0.0
2019-01-08,ER,Sikkim,93.0,0.0,1.4,2.1,-0.8,18.0,0.0
2019-01-08,ER,West Bengal,6268.0,0.0,112.6,30.5,-2.0,309.0,0.0
2019-01-08,NER,Arunachal Pradesh,124.0,2.0,2.4,1.7,0.7,77.0,0.0
2019-01-08,NER,Assam,1334.0,13.0,22.1,16.8,0.8,79.0,0.3
2019-01-08,NER,Manipur,208.0,3.0,2.9,3.0,-0.1,22.0,0.0
2019-01-08,NER,Meghalaya,355.0,0.0,6.4,4.7,0.0,59.0,0.0
2019-01-08,NER,Mizoram,104.0,2.0,1.7,1.4,0.2,20.0,0.0
2019-01-08,NER,Nagaland,116.0,3.0,2.1,1.9,0.1,24.0,0.2
2019-01-08,NER,Tripura,218.0,1.0,3.4,1.5,-0.1,49.0,0.0
2019-01-08,NR,Chandigarh,258.0,0.0,4.1,3.9,0.3,64.0,0.0
2019-01-08,NR,Delhi,4167.0,0.0,68.7,53.1,-0.2,229.0,0.0
2019-01-08,NR,HP,1632.0,0.0,30.1,24.9,0.2,95.0,0.1
2019-01-08,NR,Haryana,6877.0,0.0,131.5,68.7,1.2,230.0,0.1
2019-01-08,NR,J&K(UT) & Ladakh(UT),2398.0,600.0,51.3,46.9,0.2,88.0,8.8
2019-01-08,NR,Punjab,5635.0,0.0,112.7,28.7,-0.2,80.0,0.0
2019-01-08,NR,Rajasthan,12413.0,0.0,242.1,60.7,0.3,304.0,0.0
